"fish_id","P_SL","P_CAV","P_MDS1","P_DS1","P_MDS1NA","P_MDS2","P_DS2","P_MDS2NA","P_MDS3","P_DS3","P_MDS3NA","P_MDF","P_MAF","P_MCV","P_MAV","P_MPT","P_LPT","P_MPSP","P_PSP.L","P_PSP.R","P_MPSPNA","P_TPG","P_ECT","P_CLE","P_PMX","P_Scale_10mm","C_SL","C_CAV","C_MDS1","C_DS1","C_MDS1NA","C_MDS2","C_DS2","C_MDS2NA","C_MDS3","C_DS3","C_MDS3NA","C_MDF","C_MAF","C_MCV","C_MAV","C_MPT","C_LPT","C_MPSP","C_PSP.L","C_PSP.R","C_MPSPNA","C_TPG","C_ECT","C_CLE","C_PMX","C_Scale_10mm","flag_SL","flag_CAV","flag_MDS1","flag_DS1","flag_MDS1NA","flag_MDS2","flag_DS2","flag_MDS2NA","flag_MDS3","flag_DS3","flag_MDS3NA","flag_MDF","flag_MAF","flag_MCV","flag_MAV","flag_MPT","flag_LPT","flag_MPSP","flag_PSP.L","flag_PSP.R","flag_MPSPNA","flag_TPG","flag_ECT","flag_CLE","flag_PMX","flag_Scale_10mm","keep_SL","keep_CAV","keep_MDS1","keep_DS1","keep_MDS1NA","keep_MDS2","keep_DS2","keep_MDS2NA","keep_MDS3","keep_DS3","keep_MDS3NA","keep_MDF","keep_MAF","keep_MCV","keep_MAV","keep_MPT","keep_LPT","keep_MPSP","keep_PSP.L","keep_PSP.R","keep_MPSPNA","keep_TPG","keep_ECT","keep_CLE","keep_PMX","keep_Scale_10mm"
"V330954_L623_1",3093.252,421.7636,0,NA,0,0,NA,0,1,131.2098,0,7,8,0,0,0,NA,0,NA,NA,0,186.7619,441.905,389.1735,164.9242,709.129,NA,NA,0,NA,0,0,NA,0,1,122.4132,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,726.3966,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330957_L628_1",NA,215.5117,0,NA,0,0,NA,0,1,65.7875,0,0,0,0,0,5,46.1736,0,NA,NA,0,NA,NA,NA,NA,712.1798,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,63.5295,704.0256,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330959_L630_1",5582.0577,667.0367,0,NA,1,1,NA,0,1,NA,0,0,0,0,0,0,NA,2,417.8516,NA,0,836.6505,912.9666,643.68,217.4121,706.7022,NA,NA,0,NA,0,0,NA,0,1,149.3452,0,0,0,0,0,0,NA,0,NA,364.022,0,NA,NA,NA,NA,704.284,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330961_L632_1",NA,313.9557,0,NA,0,1,163.7681,0,1,89.1964,0,0,12,0,0,0,NA,0,NA,NA,0,310.7571,315.913,290.4892,96.7471,724.0511,NA,NA,0,NA,0,1,185.7848,0,0,NA,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.0253,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330964_L635_1",3116.0124,377.1958,0,NA,0,0,NA,0,1,129.5569,0,7,7,16,13,5,181.2457,2,232.1659,252.1607,0,495.2545,455.773,371.8306,128.2653,701.2624,NA,400.0076,0,NA,0,0,NA,0,1,100.5783,0,0,0,0,0,5,173.9224,2,NA,NA,0,NA,NA,NA,NA,717.3075,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330986_L658_1",4189.3675,530.626,1,131.2098,0,1,301.8874,0,1,115.1694,0,0,0,0,0,4,161.2452,2,392.3264,NA,0,618.9669,547.7518,418.1866,NA,703.7386,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,118.7266,703.7272,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330991_L663_1",NA,398.4256,0,NA,0,0,NA,0,1,89.1964,0,8,7,0,0,4,100.8464,0,NA,NA,0,159.424,439.6101,415.3131,NA,708.3114,NA,398.808,0,NA,0,0,NA,0,1,61.5549,0,8,0,0,0,4,67.082,0,NA,NA,0,303.0594,207.9543,412.7045,NA,710.2591,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330997_L670_1",3975.7424,NA,0,NA,0,0,NA,0,1,127.059,0,8,7,20,0,0,NA,2,360.1111,NA,0,615.2203,484.9412,548.2335,135.3514,712.2808,3756.9094,542.2977,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,2,NA,NA,0,589.359,451.8761,380.0842,NA,711.0696,"FLAG",NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331017_L691_1",3993.058,519.3756,0,NA,0,0,NA,0,1,147.5669,0,9,0,16,12,4,180.3996,0,NA,NA,0,213.9533,578.937,558.6842,NA,699.8286,NA,542.6189,0,NA,0,0,NA,0,1,156.4609,0,9,8,17,12,5,152.8398,0,NA,NA,0,311.7178,532.8865,535.0589,NA,691.2713,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331022_L696_1",4033.7179,NA,0,NA,0,0,NA,0,1,130.5986,0,0,0,16,12,4,223.7856,2,307.6101,296.4321,0,640.5248,484.2644,409.8975,121.918,701.9288,NA,536.146,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,680.917,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331026_L700_1",NA,327.4843,0,NA,0,0,NA,0,1,72.0625,0,0,0,0,0,0,NA,0,NA,NA,0,NA,370.9461,349.4968,NA,727.585,NA,331.3014,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,363.7925,NA,740.8239,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331037_L711_1",4705.9469,573.4036,0,NA,0,0,NA,0,1,93.723,0,8,7,16,0,5,140.9113,2,512.0156,NA,0,780.6561,668.431,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,747.0475,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331045_L719_1",NA,401.6932,1,85.0412,0,1,277.0415,0,1,NA,0,0,0,15,0,0,NA,2,NA,281.8226,0,552.6373,NA,401.278,NA,751.4253,NA,432.4083,0,NA,0,1,230.8246,0,1,135.9301,0,0,0,17,0,0,NA,2,259.0444,NA,0,688.0211,631.4697,383.308,NA,754.2181,NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG",NA,"FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331047_L721_1",3333.3827,412.9545,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,282.4624,368.0231,0,520.3854,414.3911,334.5639,84.9588,754.2181,NA,NA,0,NA,0,0,NA,0,1,76.8375,0,0,0,0,0,4,153.0294,0,NA,NA,0,NA,NA,NA,NA,744.7315,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331058_L732_1",NA,366.7939,0,NA,0,1,295.8462,0,1,153.2351,0,9,7,16,10,4,108.1665,0,NA,NA,0,132.8495,402.1791,387.8247,NA,750.2939,NA,2944.6222,0,NA,0,1,296.4321,0,1,145.6022,0,10,7,17,11,4,144.0555,0,NA,NA,0,124.0645,343.9535,387.319,108,744.387,NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331064_L738_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,123.1463,738.8775,NA,341.8198,0,NA,0,0,NA,0,1,87.0517,0,8,8,0,13,4,129.5222,0,NA,NA,0,151.0761,376.9032,297.8473,NA,723.3982,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331078_L753_1",NA,NA,0,NA,0,1,167.2752,0,1,123.1463,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,402.1903,NA,726.0992,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,530.1924,331.4453,NA,726.7462,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331092_L767_1",3128.156,NA,0,NA,0,1,330.9381,0,1,152.7351,0,0,0,0,0,4,149.3452,0,NA,NA,0,459.0773,208.6912,439.1446,108,777.4934,NA,389.6859,0,NA,0,1,285.8199,0,1,81.0555,0,0,0,0,0,4,133.66,0,NA,NA,0,362.3051,432.1666,312.0144,NA,768.1055,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331095_L770_1",2669.6983,392.6772,0,NA,0,1,NA,0,1,106.7333,0,7,8,0,0,0,92,0,166.8652,NA,0,450.6395,354.683,268.4772,70.9366,779.7897,2630.9247,310.0631,0,NA,0,0,NA,0,1,92.4175,0,0,0,17,12,4,92.4175,2,213.0845,211.154,0,393.5492,314.0844,266.4432,74.2159,764.9235,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331101_L776_1",NA,NA,0,NA,1,0,NA,1,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,469.5551,401.2605,151.344,778.1517,NA,462.9124,0,NA,1,0,NA,1,1,132.4424,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,793.3852,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331107_L782_1",5299.1773,646.0767,0,NA,0,0,NA,1,1,100,0,0,0,0,0,0,NA,0,NA,NA,0,144.9966,540.0148,NA,NA,773.0356,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,180.0444,0,NA,NA,0,NA,NA,NA,NA,704.9199,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331113_L788_1",4471.7531,596.6505,0,NA,0,0,NA,0,1,150.1466,0,0,0,16,0,6,184,2,436.9531,NA,0,NA,NA,NA,158.2403,758.1134,4670.88,586.9946,0,NA,0,0,NA,0,1,175.3169,0,9,7,18,9,5,196.0408,2,NA,351.6817,0,814.1253,318.5216,418.9511,125.6025,771.0045,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331141_L817_1",NA,576.797,0,NA,1,1,192.0234,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,741.5039,NA,NA,0,NA,0,0,345.9509,0,0,148.0068,0,0,0,0,0,0,NA,2,NA,360.6619,0,687.1768,505.2841,524.3138,NA,750.8635,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331149_L825_1",5099.4812,625.7322,0,NA,0,1,145.9863,0,1,157.4929,0,7,8,14,12,5,222.036,0,NA,NA,0,NA,774.9323,630.587,177.5387,642.2523,NA,587.8407,0,NA,0,1,104.3072,0,1,152.3155,0,7,0,15,0,7,190.0737,0,NA,NA,0,NA,643.2915,NA,NA,607.6841,NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331152_L828_1",4606.5171,575.9275,0,NA,0,0,NA,0,0,NA,0,0,0,16,10,5,148.4318,0,NA,NA,0,168.7602,690.9703,527.0598,98.7927,748.4277,4535.7813,510.9983,0,NA,0,0,NA,0,0,NA,0,7,7,16,11,5,157.2768,0,NA,NA,0,NA,732,503.5077,101.9804,736.6627,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331155_L831_1",2592.7221,323.4923,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,55.3173,0,NA,NA,0,104.0096,361.2603,390.0462,80.7775,722.8506,2576.1617,313.1975,0,NA,0,0,NA,0,0,NA,0,0,7,16,11,4,206.0413,0,NA,NA,0,144.3122,462.8661,240.7862,57.7062,720.0812,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331164_L840_1",NA,571.8659,0,NA,0,0,NA,0,1,142.0422,0,9,8,17,0,4,140,0,NA,NA,0,NA,NA,649.3443,NA,718.7767,NA,NA,0,NA,0,1,128.2498,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,225.282,NA,NA,NA,732.5353,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331205_L883_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,127.0118,NA,246.9413,NA,750.9407,NA,292.5115,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,294.4622,NA,NA,742.7624,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331209_L887_1",NA,436.8756,0,NA,0,0,NA,0,1,98.4073,0,0,0,0,0,4,232.5726,0,NA,NA,0,286.0559,392.9427,345.1174,156.5184,726.8796,NA,404.41,0,NA,0,0,NA,0,1,87.2067,0,10,7,16,12,5,247.4773,0,NA,NA,0,NA,355.0282,257.1089,NA,755.8155,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331216_L894_1",NA,NA,1,139.5887,0,1,325.5657,0,1,119.7748,0,0,0,0,0,5,96.1873,0,NA,NA,0,NA,NA,NA,NA,737.811,NA,508.1928,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,NA,313.0367,0,763.3276,375.7193,NA,NA,720.225,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331220_L898_1",NA,828.7976,0,NA,0,1,439.0262,0,1,253.7794,0,9,0,17,11,5,265.0887,2,NA,NA,0,NA,NA,NA,NA,751.0313,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,857.578,NA,735.1517,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331223_L901_1",3123.0231,370.4426,0,NA,0,0,NA,0,1,132.5443,0,5,7,16,12,4,106.066,0,NA,NA,0,183.393,235.5525,336.7625,99.4082,727.2139,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,429.0105,NA,NA,712.2394,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331250_L929_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,447.0906,543.2071,NA,725.9814,4285.2398,541.8263,0,NA,0,0,NA,0,1,150.7846,0,8,0,16,0,0,NA,0,NA,NA,0,NA,NA,NA,169.7528,732.1748,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331296_L977_1",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,352.9306,NA,0,571.183,442.7415,NA,NA,769.6915,NA,NA,0,NA,1,1,199.4492,0,1,118.6802,0,0,0,0,0,0,NA,2,319.412,315.0143,0,675.0267,500.9192,499.957,NA,748.5406,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331309_L990_1",4578.3927,574.6389,0,NA,0,0,NA,0,1,293.3939,0,0,0,0,0,0,156.7195,0,453.2781,461.8052,0,986.9316,826.6075,518.1062,218.1559,729.3024,NA,NA,0,NA,0,1,205.7693,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,722.0783,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V331385_L1084_1",NA,510.1648,1,225.0778,0,0,301.5692,0,0,134.1641,0,0,0,0,0,0,140,0,NA,NA,0,NA,335.0104,363.8901,119.2812,705.8668,3532.5404,490.3604,1,229.4559,0,1,316.7665,0,1,123.6932,0,8,7,16,12,6,114.6298,2,378.8681,354.1144,0,718.0599,548.467,429.5346,140.5205,702.9225,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
