"fish_id","P_SL","P_CAV","P_MDS1","P_DS1","P_MDS1NA","P_MDS2","P_DS2","P_MDS2NA","P_MDS3","P_DS3","P_MDS3NA","P_MDF","P_MAF","P_MCV","P_MAV","P_MPT","P_LPT","P_MPSP","P_PSP.L","P_PSP.R","P_MPSPNA","P_TPG","P_ECT","P_CLE","P_PMX","P_Scale_10mm","C_SL","C_CAV","C_MDS1","C_DS1","C_MDS1NA","C_MDS2","C_DS2","C_MDS2NA","C_MDS3","C_DS3","C_MDS3NA","C_MDF","C_MAF","C_MCV","C_MAV","C_MPT","C_LPT","C_MPSP","C_PSP.L","C_PSP.R","C_MPSPNA","C_TPG","C_ECT","C_CLE","C_PMX","C_Scale_10mm","flag_SL","flag_CAV","flag_MDS1","flag_DS1","flag_MDS1NA","flag_MDS2","flag_DS2","flag_MDS2NA","flag_MDS3","flag_DS3","flag_MDS3NA","flag_MDF","flag_MAF","flag_MCV","flag_MAV","flag_MPT","flag_LPT","flag_MPSP","flag_PSP.L","flag_PSP.R","flag_MPSPNA","flag_TPG","flag_ECT","flag_CLE","flag_PMX","flag_Scale_10mm","keep_SL","keep_CAV","keep_MDS1","keep_DS1","keep_MDS1NA","keep_MDS2","keep_DS2","keep_MDS2NA","keep_MDS3","keep_DS3","keep_MDS3NA","keep_MDF","keep_MAF","keep_MCV","keep_MAV","keep_MPT","keep_LPT","keep_MPSP","keep_PSP.L","keep_PSP.R","keep_MPSPNA","keep_TPG","keep_ECT","keep_CLE","keep_PMX","keep_Scale_10mm"
"V330703_L361_1",NA,NA,0,NA,0,1,268.881,0,1,130.6981,0,0,0,0,0,6,171.1052,0,NA,NA,0,NA,NA,NA,NA,727.1767,NA,499.9756,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688.0211,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330704_L362_1",NA,576.7361,0,NA,0,0,NA,0,1,143.5618,0,0,0,0,0,0,NA,0,NA,NA,0,198.5674,NA,NA,NA,772.6849,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,131.0267,123.3207,0,259.6151,NA,NA,NA,763.7905,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330709_L368_1",NA,635.908,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,129.8692,0,NA,NA,0,NA,NA,NA,168.2409,723.504,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,150.6586,NA,NA,225.8584,681.2378,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330712_L371A_1",3391.2117,433.3417,0,NA,0,0,NA,0,1,152.7645,0,8,8,17,0,4,139.5887,0,NA,NA,0,NA,332.662,356.4828,168.2409,708.1335,NA,421.8138,0,NA,0,0,NA,0,1,133.9627,0,8,8,0,9,4,112.0893,0,NA,NA,0,NA,300.9585,258.9401,153.2645,724.7655,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330718_L373_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,321.84,NA,0,363.1859,234,288.2499,138.9748,708.8766,NA,455.6876,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,735.6915,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330719_L374_1",NA,390.9924,0,NA,0,1,107.0794,0,1,238.665,0,0,0,0,0,5,132.1363,0,NA,NA,0,194.3296,335.0478,362.4914,143.6558,684.697,3284.1924,401.4331,0,NA,0,1,294.7032,0,1,115.8016,0,0,0,17,12,4,77.8845,0,NA,NA,0,171.84,442.5076,297.0606,127.4559,677.4024,NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330721_L376_1",4747.7287,553.1735,0,NA,0,1,281.3112,0,1,130.292,0,0,0,0,0,5,145.9863,0,NA,NA,0,NA,NA,NA,226.4509,735.2279,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,191.8593,397.1347,346.9899,NA,670.8003,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330722_L377_1",NA,NA,0,NA,0,1,424.3018,0,1,248.129,0,0,0,0,0,0,NA,0,NA,NA,0,NA,444.6684,358.522,178.3171,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,706.0198,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330724_L381_1",NA,579.5978,0,NA,0,0,NA,0,1,110.0227,0,0,0,0,0,5,132.8495,0,NA,NA,0,NA,404.4997,433.1028,142.6184,713.2685,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,386.2642,NA,NA,712.2359,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330731_L388_1",NA,448.2104,0,NA,0,0,NA,0,1,123.584,0,10,7,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,692.3828,NA,438.4584,0,NA,0,0,NA,0,1,98.6813,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,711.2278,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330734_L391_1",NA,353.1235,0,NA,0,0,NA,0,1,86.3771,0,0,0,0,0,1,NA,0,NA,NA,0,135.5655,364.0275,287.5622,69.7782,672.5489,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,107.0794,0,NA,NA,0,NA,NA,NA,NA,673.3513,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330735_L392_1",2954.1288,353.4502,0,NA,0,0,NA,0,1,88.2326,0,7,7,17,13,6,115.4123,0,NA,NA,0,NA,413.3038,NA,112.45,683.0849,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,336.0268,NA,754.3434,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330737_L394_1",NA,NA,0,NA,0,1,164.2346,0,1,82.9759,0,0,0,0,0,0,NA,0,NA,NA,0,152.0855,394.2005,NA,NA,713.4325,NA,NA,0,NA,0,1,174.631,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,175.7271,NA,NA,NA,703.9347,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330740_L397_1",3644.0549,400.8865,0,NA,0,1,153.1013,0,1,110.6345,0,9,6,17,12,0,132,0,NA,NA,0,263.6968,468.615,NA,164.9242,672.3095,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,384.4802,NA,683.1179,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330742_L399_1",4081.4292,522.8476,0,NA,0,0,NA,0,1,119.3315,0,9,7,0,0,0,NA,0,NA,NA,0,208.0385,NA,NA,208.6912,711.0668,3791.2109,518.2702,0,NA,0,0,NA,0,1,128.9961,0,9,7,16,10,5,121.6553,0,NA,NA,0,200,544.0147,NA,142.0422,650.4276,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330745_L402_1",NA,241.9331,0,NA,0,0,NA,0,1,60,0,0,0,0,0,4,100.7174,0,NA,NA,0,NA,314.5155,NA,NA,672.5831,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,16,13,0,NA,0,NA,NA,0,NA,NA,NA,NA,671.0767,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330746_L403_1",NA,466.9187,0,NA,0,0,NA,0,1,73.0548,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,712.1826,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,426.2769,100.2397,692.8781,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330748_L405_1",NA,333.512,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,710.3478,2597.3158,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,88.2043,1040.3769,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330749_L406_1",NA,443.1177,0,NA,0,1,398.221,0,1,132.8157,0,0,0,0,12,5,171.2104,0,NA,NA,0,280.3034,574.1376,459.2254,NA,717.4016,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,133.2216,672.0603,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330752_L409_1",3282.0014,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,684.0263,NA,428.2879,0,NA,0,0,NA,0,1,120.1499,0,0,0,0,0,4,158.3161,0,NA,NA,0,NA,385.1493,NA,NA,678.852,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330753_L410_1",NA,NA,0,NA,0,0,NA,0,1,106.066,0,0,0,0,0,4,92.4175,0,NA,NA,0,117.1537,473.8576,434.762,87,727.987,NA,408.0476,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,719.9111,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330755_L412_1",3813.324,439.4566,0,NA,0,1,309.9677,0,1,167.0928,0,10,9,17,13,5,73.5391,2,400.7393,NA,0,602.289,641.2488,365.4039,101.9804,702.5667,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,371.2034,0,NA,302.4169,447.3209,104.69,720.0444,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330757_L414_1",NA,528.5904,0,NA,0,0,NA,0,1,127.3146,0,8,0,0,13,5,134.1641,0,NA,NA,0,150.03,532.6162,NA,170.8157,699.9264,NA,613.4013,0,NA,0,0,NA,0,1,115.7627,0,0,0,0,0,5,118.1863,0,NA,NA,0,240.8423,313.0511,384.796,126.0357,681.2048,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330759_L416_1",2905.4872,343.3271,0,NA,0,0,NA,0,1,85.3288,0,0,0,0,0,5,84.4808,0,NA,NA,0,NA,352.6372,319.581,79.2023,708.9718,NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,5,74.027,0,NA,NA,0,NA,414.56,230.8679,NA,701.3815,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330764_L422_1",NA,622.9485,0,NA,0,0,NA,0,1,118.9285,0,8,7,16,14,5,197.4639,0,NA,NA,0,NA,NA,NA,NA,711.1681,4562.2538,599.8012,0,NA,0,0,NA,0,1,128.0625,0,8,7,15,12,5,201.4349,0,NA,NA,0,NA,NA,NA,124.5793,709.9408,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330765_L423_1",4764.426,692.6999,0,NA,0,1,157.5436,0,1,100.02,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,717.0077,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,659.4695,528.8024,NA,710.7208,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330766_L424_1",2785.2056,302.878,0,NA,0,1,237.6826,0,0,126,0,0,0,0,0,0,NA,0,333.1216,NA,0,302.688,396.84,267.32,65.521,710.3478,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,83.1865,0,NA,NA,0,NA,NA,NA,NA,695.081,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330770_L428_1",NA,450.547,1,72.8629,0,1,269.8629,0,1,119.4362,0,11,9,17,12,5,110.6345,0,NA,NA,0,180.05,NA,348.3231,NA,716.2716,NA,NA,0,NA,0,0,273.2471,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,549.8845,NA,134.4656,737.2008,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330777_L436_1",NA,464.0168,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,723.685,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,188.4038,NA,NA,NA,739.4681,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330778_L437_1",NA,NA,0,NA,0,1,220.6173,0,1,110.6345,0,0,0,0,0,0,NA,0,NA,NA,0,123.6932,NA,NA,NA,721.224,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,352.2783,NA,113.4372,723.1072,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330780_L441_1",NA,526.6081,0,NA,0,0,NA,0,1,169.7056,0,0,0,17,0,0,144.0312,0,NA,NA,0,180.8978,NA,NA,NA,718.4107,NA,NA,0,NA,0,1,288.2013,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.8688,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330786_L447_1",NA,NA,0,NA,0,1,300.7191,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,152.0526,536.537,395.3732,149.3452,710.2112,NA,490.4941,0,NA,0,1,337.6166,0,1,133.154,0,0,0,0,13,5,132.8495,0,NA,NA,0,144,442.7211,396.2953,128.1601,707.8093,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330788_L449_1",4415.0379,534.8382,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,144.7791,0,NA,NA,0,NA,NA,NA,171.2367,736.4679,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,16,0,0,NA,0,NA,NA,0,NA,478.5917,NA,NA,720.025,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330792_L453_1",NA,NA,0,NA,0,0,NA,0,1,116.2755,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,730.1507,NA,595.9334,0,NA,1,1,288.1111,0,1,134.937,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.9034,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330793_L454_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,123.6285,0,NA,NA,0,NA,NA,NA,83.1865,708.7172,2906.6462,370.5522,0,NA,0,0,NA,0,0,NA,0,0,0,16,10,4,114.4028,0,NA,NA,0,152.3155,209.7236,322.4903,58.2409,717.083,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330797_L458_1",NA,NA,0,NA,0,1,206.8478,0,1,116.7305,0,0,0,0,0,5,141.7956,0,NA,NA,0,324.6798,354.0508,344.8434,116.8461,705.0574,NA,413.8178,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.5054,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330812_L474_1",NA,437.8286,0,NA,0,0,NA,0,1,148.9463,0,7,7,15,13,4,132.8157,0,NA,NA,0,310.8585,507.8779,423.4678,NA,708.4321,NA,407.7428,0,NA,0,0,NA,0,1,138.9748,0,8,7,17,0,0,149.459,0,NA,NA,0,163.7681,NA,NA,NA,697.4532,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
