"X","n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","fish_id","bin","part_type","CSTRAT","ISTRAT","YEAR","INT"
151,151,"V330534_L178_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,407.3046,NA,NA,NA,0,"V330534","L0178","P",329.6,457.65,14961.513,15000
152,152,"V330534_L178_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,702.0256,0,"V330534","L0178","P",329.6,457.65,14961.513,15000
154,154,"V330536_L180_1_C.jpg",1993.0931,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,682.302,0,"V330536","L0180","C",331.5,455.75,14899.986,15000
155,155,"V330536_L180_1_P.jpg",NA,257.4936,0,0,0,0,0,0,1,78,0,0,0,0,0,5,76,0,NA,NA,0,110.6345,223.6605,231.7585,51.8845,706.25,NA,"V330536","L0180","P",331.5,455.75,14899.986,15000
157,157,"V330538_L182_1_C.jpg",NA,362.8283,0,0,0,0,0,0,1,121.6224,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,703.1472,0,"V330538","L0182","C",418.85,368.4,12071.339,12250
158,158,"V330538_L182_1_P.jpg",2784.6285,365.9392,0,0,0,1,275.7716,0,1,138.0326,0,0,0,16,13,5,121.4907,0,NA,NA,0,NA,469.8808,NA,77.4209,715.2342,0,"V330538","L0182","P",418.85,368.4,12071.339,12250
160,160,"V330541_L186_1_C.jpg",NA,429.8542,0,0,0,1,268.3431,0,1,121.0785,0,9,6,13,12,5,87.3613,2,268.6634,333.9281,1,213.7756,421.4356,NA,NA,698.5242,NA,"V330541","L0186","C",375.65,411.6,13470.281,13500
161,161,"V330541_L186_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,575.013,448.8786,NA,NA,693.8386,NA,"V330541","L0186","P",375.65,411.6,13470.281,13500
162,162,"V330542_L187_1_C.jpg",4613.0563,560.0582,0,0,0,0,0,0,0,0,0,0,0,17,10,4,130.2306,0,NA,NA,0,231.8965,540.7254,NA,222.1711,688.7438,NA,"V330542","L0187","C",331,456.25,14916.177,15000
163,163,"V330542_L187_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,636.088,123.4828,691.9075,0,"V330542","L0187","P",331,456.25,14916.177,15000
167,167,"V330548_L193_1_C.jpg",NA,416.316,0,0,0,0,0,0,0,0,0,0,0,0,12,0,NA,0,NA,NA,0,67.8823,346.8833,311.1913,90.6201,694.2881,NA,"V330548","L0193","C",332,455.25,14883.794,15000
168,168,"V330548_L193_1_P.jpg",2973.0658,NA,0,0,0,0,0,0,1,118.8486,0,0,0,0,0,3,61.6604,0,NA,NA,0,NA,NA,NA,NA,704.8659,0,"V330548","L0193","P",332,455.25,14883.794,15000
169,169,"V330549_L194_1_C.jpg",3979.4874,491.098,0,0,0,0,0,0,1,153.8831,0,10,8,17,12,4,NA,0,NA,NA,0,NA,534.161,NA,139.1402,710.5378,0,"V330549","L0194","C",347.3,439.95,14388.336,14500
170,170,"V330549_L194_1_P.jpg",NA,NA,0,0,0,1,257.6199,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,350.8219,NA,NA,734,0,"V330549","L0194","P",347.3,439.95,14388.336,14500
172,172,"V330555_L201_1_C.jpg",4817.1029,557.2685,0,0,0,1,255.8124,0,1,210.2189,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,668.766,749.8907,118.4567,731.1689,0,"V330555","L0201","C",349.1,438.15,14330.047,14500
173,173,"V330555_L201_1_P.jpg",NA,NA,0,0,0,1,261.3963,0,0,0,0,0,0,0,0,5,135.8308,0,NA,NA,0,173.9224,NA,NA,NA,NA,0,"V330555","L0201","P",349.1,438.15,14330.047,14500
174,174,"V330555_L201_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.8723,0,"V330555","L0201","P",349.1,438.15,14330.047,14500
176,176,"V330557_L203_1_C.jpg",NA,592.2059,0,0,0,1,301.7018,0,1,122.4418,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,597.1265,NA,154.5057,682.7825,0,"V330557","L0203","C",352,435.25,14236.136,14250
177,177,"V330557_L203_1_P.jpg",4448.8866,585.1762,0,0,0,1,240.6657,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330557","L0203","P",352,435.25,14236.136,14250
178,178,"V330557_L203_1_P.jpg",NA,NA,0,0,0,0,0,0,1,144.0555,0,10,8,18,9,5,144.5545,0,NA,NA,0,185.2998,543.0727,524.1832,101.2719,704.5566,0,"V330557","L0203","P",352,435.25,14236.136,14250
179,179,"V330558_L204_1_C.jpg",NA,499.7226,0,0,0,0,NA,1,1,126.4911,0,0,0,0,10,3,172.0465,0,NA,NA,0,184.3909,NA,461.5106,118.1863,NA,0,"V330558","L0204","C",345.4,441.85,14449.863,14500
180,180,"V330558_L204_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.5977,0,"V330558","L0204","C",345.4,441.85,14449.863,14500
181,181,"V330558_L204_1_P.jpg",4297.4077,520.7138,0,0,0,0,0,0,1,117.6435,0,0,0,18,11,5,156.205,0,NA,NA,0,180.0444,400.4997,539.2291,124.0645,711.6516,NA,"V330558","L0204","P",345.4,441.85,14449.863,14500
182,182,"V330559_L205_1_C.jpg",NA,410.3997,1,202.8694,0,0,NA,1,1,103.3247,0,0,0,0,12,5,76.4199,0,NA,NA,0,108.0185,331.8795,280.8558,NA,721.224,NA,"V330559","L0205","C",345,442.25,14462.817,14500
183,183,"V330559_L205_1_P.jpg",NA,440.1035,0,0,0,1,247.4773,0,1,101.8676,0,9,7,18,11,NA,NA,0,NA,NA,0,NA,386.6277,NA,NA,723,0,"V330559","L0205","P",345,442.25,14462.817,14500
184,184,"V330560_L206_1_C.jpg",NA,610.6034,0,0,0,1,262.7206,0,1,136.4177,0,0,0,0,0,5,176.0202,0,NA,NA,0,180.0197,309.6377,450.4733,NA,701.2886,NA,"V330560","L0206","C",345,442.25,14462.817,14500
185,185,"V330560_L206_1_P.jpg",4940.753,577.0612,0,0,0,0,0,0,0,0,0,0,0,0,0,5,128.0625,0,NA,NA,0,214.4015,NA,NA,97.4064,712.6402,NA,"V330560","L0206","P",345,442.25,14462.817,14500
186,186,"V330561_L209_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,706.2691,0,"V330561","L0209","C",350.2,437.05,14294.426,14500
187,187,"V330561_L209_1_P.jpg",NA,476.688,0,0,0,0,0,0,0,0,0,9,9,0,0,0,NA,0,NA,NA,0,180.4882,NA,NA,NA,NA,0,"V330561","L0209","P",350.2,437.05,14294.426,14500
188,188,"V330561_L209_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.3456,0,"V330561","L0209","P",350.2,437.05,14294.426,14500
189,189,"V330562_L210_1_C.jpg",NA,NA,0,0,0,0,0,0,1,91.0824,0,0,0,0,0,4,76.0263,0,NA,NA,0,80.6226,360.0889,342.5318,NA,672.7258,NA,"V330562","L0210","C",338.6,448.65,14670.067,14750
190,190,"V330562_L210_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.2589,0,"V330562","L0210","P",338.6,448.65,14670.067,14750
192,192,"V330565_L214_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,0,NA,NA,0,148.1891,NA,NA,NA,702.9097,NA,"V330565","L0214","C",349.7,437.55,14310.617,14500
193,193,"V330565_L214_1_P.jpg",NA,439.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330565","L0214","P",349.7,437.55,14310.617,14500
194,194,"V330565_L214_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,561.0321,NA,NA,NA,0,"V330565","L0214","P",349.7,437.55,14310.617,14500
195,195,"V330565_L214_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,560.4463,150.2698,702.5447,0,"V330565","L0214","P",349.7,437.55,14310.617,14500
197,197,"V330567_L216_1_C.jpg",2986.9048,377.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140.4564,0,NA,NA,0,NA,NA,NA,72,689.9623,0,"V330567","L0216","C",354.5,432.75,14155.179,14250
198,198,"V330567_L216_1_P.jpg",NA,383.7982,0,0,0,0,0,0,0,NA,1,0,0,0,0,4,NA,0,NA,NA,0,107.0794,336.0268,399.845,165.3269,717.6211,NA,"V330567","L0216","P",354.5,432.75,14155.179,14250
199,199,"V330568_L217_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,111.3239,711.7654,0,"V330568","L0217","C",351.8,435.45,14242.613,14250
200,200,"V330568_L217_1_P.jpg",2939.4397,363.2813,0,0,0,1,245.5239,0,1,117.1537,0,7,0,17,11,5,110.0227,0,NA,NA,0,121.5648,342.4865,337.2432,NA,693.3181,NA,"V330568","L0217","P",351.8,435.45,14242.613,14250
201,201,"V330569_L218_1_C.jpg",NA,NA,0,0,0,1,256.3201,0,1,127.122,0,9,8,0,12,4,96.0833,0,NA,NA,0,138.9244,NA,NA,NA,704.3437,NA,"V330569","L0218","C",352.2,435.05,14229.66,14250
202,202,"V330569_L218_1_P.jpg",NA,421.8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,706.2308,0,"V330569","L0218","P",352.2,435.05,14229.66,14250
203,203,"V330570_L219_1_C.jpg",NA,NA,0,0,0,1,233.0322,0,0,0,0,0,0,0,0,NA,169.1656,0,NA,NA,0,NA,NA,NA,NA,709.9866,0,"V330570","L0219","C",351.1,436.15,14265.281,14500
204,204,"V330570_L219_1_P.jpg",3107.8385,386.7396,0,0,0,1,206.6495,0,1,107.629,0,8,8,17,9,4,121.6553,0,NA,NA,0,NA,325.9939,388.8033,115.1694,706.9031,0,"V330570","L0219","P",351.1,436.15,14265.281,14500
205,205,"V330571_L220_1_C.jpg",NA,231.158,0,0,0,0,0,0,1,83.5703,0,10,7,17,0,5,50.9902,0,NA,NA,0,NA,320.0062,276.8465,NA,685.3816,0,"V330571","L0220","C",351.1,436.15,14265.281,14500
206,206,"V330571_L220_1_P.jpg",1911.3983,238.1184,0,0,0,1,174.631,0,1,98.7927,0,9,7,17,11,5,63.561,0,NA,NA,0,NA,280.5851,297.8456,70.9366,708.3784,0,"V330571","L0220","P",351.1,436.15,14265.281,14500
207,207,"V330572_L221_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,733.4303,0,"V330572","L0221","C",354.3,432.95,14161.656,14250
208,208,"V330572_L221_1_P.jpg",3725.8929,452.879,0,0,0,0,0,0,0,0,0,6,7,15,10,3,184.0435,0,NA,NA,0,152.3155,376.0851,NA,118.9285,710.2112,NA,"V330572","L0221","P",354.3,432.95,14161.656,14250
217,217,"V330578_L227_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,745.5468,0,"V330578","L0227","C",95.55,691.7,22540.732,22750
218,218,"V330578_L227_1_P.jpg",3887.4132,513.953,0,0,0,0,0,0,1,141.4214,0,8,8,16,12,5,117.7115,0,NA,NA,0,NA,NA,NA,95.4149,712.1011,0,"V330578","L0227","P",95.55,691.7,22540.732,22750
219,219,"V330578_L227_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,79.196,538.5908,436.8066,NA,NA,0,"V330578","L0227","P",95.55,691.7,22540.732,22750
220,220,"V330579_L228_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.9539,0,"V330579","L0228","C",97.35,689.9,22482.442,22500
221,221,"V330579_L228_1_P.jpg",NA,540.9906,0,0,0,0,0,0,1,128.8604,0,9,7,16,12,5,99.363,0,NA,NA,0,123.1463,NA,NA,NA,710.2908,NA,"V330579","L0228","P",97.35,689.9,22482.442,22500
223,223,"V330583_L232_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,59.1692,723.1556,0,"V330583","L0232","C",355.2,432.05,14132.511,14250
224,224,"V330583_L232_1_P.jpg",NA,355.4152,0,0,0,0,0,0,1,87.4643,0,0,0,0,0,5,75,0,NA,NA,0,NA,320.0031,NA,NA,NA,0,"V330583","L0232","P",355.2,432.05,14132.511,14250
225,225,"V330583_L232_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,657.493,0,"V330583","L0232","P",355.2,432.05,14132.511,14250
227,227,"V330585_L236_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,554.4006,621.7009,NA,704.5566,0,"V330585","L0236","C",100.85,686.4,22369.102,22500
228,228,"V330585_L236_1_P.jpg",4372.1021,619.8879,0,0,0,0,0,0,1,129.5531,0,9,7,16,10,5,184.1738,0,NA,NA,0,NA,NA,NA,107.7033,720,0,"V330585","L0236","P",100.85,686.4,22369.102,22500
231,231,"V330588_L239_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,682.302,0,"V330588","L0239","C",344.9,442.35,14466.055,14500
232,232,"V330588_L239_1_P.jpg",NA,361.989,0,0,0,0,0,0,1,89.0449,0,8,7,17,12,4,153.2645,0,NA,NA,0,127.738,279.9018,385.3687,NA,NA,0,"V330588","L0239","P",344.9,442.35,14466.055,14500
233,233,"V330588_L239_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.1589,0,"V330588","L0239","P",344.9,442.35,14466.055,14500
238,238,"V330591_L242_1_C.jpg",4093.9612,568.2632,0,0,0,1,392.3264,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330591","L0242","C",344.3,442.95,14485.485,14500
239,239,"V330591_L242_1_C.jpg",NA,NA,0,0,0,0,0,0,1,144.2775,0,9,6,16,10,5,135.8234,0,NA,NA,0,NA,614.9211,NA,76.4199,716.1787,0,"V330591","L0242","C",344.3,442.95,14485.485,14500
240,240,"V330591_L242_1_P.jpg",4005.487,510.5848,0,0,0,1,419.6951,0,1,162.4315,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,700.731,0,"V330591","L0242","P",344.3,442.95,14485.485,14500
241,241,"V330592_L243_1_C.jpg",NA,516.7118,0,0,0,0,0,0,1,129.9731,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330592","L0243","C",100.85,686.4,22369.102,22500
242,242,"V330592_L243_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.1826,0,"V330592","L0243","C",100.85,686.4,22369.102,22500
243,243,"V330592_L243_1_P.jpg",NA,407.7761,0,0,0,0,0,0,1,133.154,0,0,0,0,0,4,117.1537,0,NA,NA,0,NA,NA,NA,NA,708.3685,0,"V330592","L0243","P",100.85,686.4,22369.102,22500
247,247,"V330595_L246_1_C.jpg",NA,400.8361,0,0,0,0,0,0,1,99.1615,0,0,0,0,0,5,105.2616,0,NA,NA,0,NA,234.5464,449.9111,NA,707.6722,0,"V330595","L0246","C",99.85,687.4,22401.485,22500
248,248,"V330595_L246_1_P.jpg",3314.3959,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,716.774,0,"V330595","L0246","P",99.85,687.4,22401.485,22500
251,251,"V330600_L251_2_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.1021,0,"V330600","L0251","C",NA,NA,NA,NA
252,252,"V330600_L251_2_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,545.2339,461.7359,NA,709.3659,0,"V330600","L0251","P",NA,NA,NA,NA
253,253,"V330600_L251_2_P.jpg",NA,NA,0,0,0,0,0,0,1,113.7014,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330600","L0251","P",NA,NA,NA,NA
254,254,"V330601_L252_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,103.6195,NA,NA,NA,723.3982,NA,"V330601","L0252","C",338.5,448.75,14673.306,14750
255,255,"V330601_L252_1_P.jpg",NA,419.6419,0,0,0,0,0,0,1,147.611,0,0,0,0,0,6,122.45,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330601","L0252","P",338.5,448.75,14673.306,14750
256,256,"V330601_L252_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.4418,0,"V330601","L0252","P",338.5,448.75,14673.306,14750
257,257,"V330603_L254_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,366.8787,479.1701,NA,706.3852,0,"V330603","L0254","C",92.85,694.4,22628.165,22750
258,258,"V330603_L254_1_P.jpg",NA,450.8351,0,0,0,0,0,0,1,106.4049,0,0,0,0,11,4,116.4989,0,NA,NA,0,NA,NA,NA,163.6857,721.5608,0,"V330603","L0254","P",92.85,694.4,22628.165,22750
259,259,"V330605_L256_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,194.0309,704,0,"V330605","L0256","C",94.05,693.2,22589.306,22750
260,260,"V330605_L256_1_P.jpg",4557.5713,601.3159,0,0,0,0,0,0,1,141.4214,0,0,0,15,11,5,161.2452,0,NA,NA,0,NA,640.05,658.5924,141.8732,717.8858,0,"V330605","L0256","P",94.05,693.2,22589.306,22750
263,263,"V330607_L258_1_C.jpg",3255.0515,430.8867,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,239.0684,302.9045,0,NA,NA,NA,139.6697,707.7241,NA,"V330607","L0258","C",98.55,688.7,22443.583,22500
264,264,"V330607_L258_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,713.2812,0,"V330607","L0258","P",98.55,688.7,22443.583,22500
267,267,"V330610_L261_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,360.5385,0,NA,NA,NA,NA,694.3947,NA,"V330610","L0261","C",358.6,428.65,14022.409,14250
268,268,"V330610_L261_1_P.jpg",NA,483.6647,0,0,0,1,257.9477,0,1,157.035,0,0,0,0,10,5,165.3269,2,357.0504,NA,0,685.4524,489.4507,586.3139,145.1206,695.4632,NA,"V330610","L0261","P",358.6,428.65,14022.409,14250
271,271,"V330612_L263_1_C.jpg",NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330612","L0263","C",343.5,443.75,14511.391,14750
272,272,"V330612_L263_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.9688,0,"V330612","L0263","C",343.5,443.75,14511.391,14750
273,273,"V330612_L263_1_P.jpg",NA,NA,0,0,0,0,235.7626,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,250.4596,396.1818,342.3814,95.2943,712.6184,NA,"V330612","L0263","P",343.5,443.75,14511.391,14750
274,274,"V330613_L264_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,17,10,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.0452,0,"V330613","L0264","C",99.85,687.4,22401.485,22500
275,275,"V330613_L264_1_P.jpg",NA,739.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213.3542,0,NA,NA,0,164.4384,NA,NA,NA,718.8992,NA,"V330613","L0264","P",99.85,687.4,22401.485,22500
276,276,"V330614_L265_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,278.2894,NA,NA,702.0256,0,"V330614","L0265","C",351.2,436.05,14262.043,14500
277,277,"V330614_L265_1_P.jpg",NA,367.8345,0,0,0,0,0,0,1,135.2997,0,10,0,0,0,6,123.9113,0,NA,NA,0,NA,440.6733,412.3227,112.9292,712.6184,0,"V330614","L0265","P",351.2,436.05,14262.043,14500
278,278,"V330615_L266_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.5418,0,"V330615","L0266","C",106.95,680.3,22171.566,22250
279,279,"V330615_L266_1_P.jpg",2677.3786,343.8236,0,0,0,0,0,0,1,80.4984,0,6,6,0,0,5,60.6712,0,NA,NA,0,NA,399.0451,384.0117,57.6281,693.1039,0,"V330615","L0266","P",106.95,680.3,22171.566,22250
281,281,"V330618_L269_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,718.0599,0,"V330618","L0269","C",351.9,435.35,14239.375,14250
282,282,"V330618_L269_1_P.jpg",NA,549.0725,1,170.5784,0,1,357.7555,0,1,117.8813,0,10,0,17,11,4,121.4907,0,NA,NA,0,203.8235,427.4026,381.425,NA,728.5554,NA,"V330618","L0269","P",351.9,435.35,14239.375,14250
284,284,"V330620_L271_1_C.jpg",NA,469.5178,0,0,0,0,0,0,1,74.4312,0,0,0,0,0,NA,84.214,0,NA,NA,0,240.2166,453.5416,NA,NA,NA,0,"V330620","L0271","C",109.75,677.5,22080.894,22250
285,285,"V330620_L271_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,714.6748,0,"V330620","L0271","C",109.75,677.5,22080.894,22250
286,286,"V330620_L271_1_P.jpg",NA,482.2837,0,0,0,0,0,0,1,96.933,0,0,0,0,0,NA,114.3547,0,NA,NA,0,NA,543.7371,NA,NA,NA,0,"V330620","L0271","P",109.75,677.5,22080.894,22250
287,287,"V330620_L271_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,707.6058,0,"V330620","L0271","P",109.75,677.5,22080.894,22250
296,296,"V330629_L282_1_C.jpg",NA,NA,0,NA,1,0,NA,1,1,136,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,689.6724,0,"V330629","L0282","C",351.5,435.75,14252.328,14500
297,297,"V330629_L282_2_P.jpg",NA,797.7895,0,NA,1,0,NA,1,1,160.9969,0,11,8,18,0,NA,227.5434,0,NA,NA,0,NA,NA,NA,NA,730.4683,0,"V330629","L0282","P",351.5,435.75,14252.328,14500
298,298,"V330631_L285_1_C.jpg",NA,368.2553,0,0,0,0,0,0,1,96.1041,0,0,0,0,0,4,91.0824,0,NA,NA,0,NA,407.0037,359.2548,NA,NA,0,"V330631","L0285","C",97.05,690.2,22492.157,22500
299,299,"V330631_L285_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,710.4365,0,"V330631","L0285","C",97.05,690.2,22492.157,22500
300,300,"V330631_L285_1_P.jpg",NA,347.5102,0,NA,1,0,NA,1,1,101.6071,0,0,0,0,0,NA,88.7694,0,NA,NA,0,NA,NA,NA,NA,730.252,0,"V330631","L0285","P",97.05,690.2,22492.157,22500
306,306,"V330637_L291_1_C.jpg",NA,NA,0,0,0,0,0,0,1,105,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330637","L0291","C",340.5,446.75,14608.54,14750
307,307,"V330637_L291_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,703.8501,0,"V330637","L0291","C",340.5,446.75,14608.54,14750
308,308,"V330637_L291_1_P.jpg",4156.2772,518.9087,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78.2304,0,NA,NA,0,165.0273,560.3258,411.1751,75.06,714.6426,NA,"V330637","L0291","P",340.5,446.75,14608.54,14750
310,310,"V330639_L293_1_C.jpg",3167.8139,356.1524,0,0,0,0,0,0,1,127.6323,0,8,7,16,8,5,87.2067,0,NA,NA,0,118.072,576.6325,358.9234,88.2326,658.997,NA,"V330639","L0293","C",349.5,437.75,14317.094,14500
311,311,"V330639_L293_1_P.jpg",NA,321.1013,0,0,0,0,0,0,1,114.0395,0,0,11,0,0,5,89.8999,0,NA,NA,0,NA,343.4705,346.3019,119.7748,673.6653,0,"V330639","L0293","P",349.5,437.75,14317.094,14500
316,316,"V330644_L298_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,415.389,401.542,176.2385,666.7953,0,"V330644","L0298","C",98.15,689.1,22456.536,22500
317,317,"V330644_L298_1_P.jpg",3455.8401,380.5347,0,0,0,1,251.0339,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330644","L0298","P",98.15,689.1,22456.536,22500
318,318,"V330644_L298_1_P.jpg",NA,NA,0,0,0,0,0,0,1,93.0484,0,8,7,17,11,5,88.2836,0,NA,NA,0,116.6919,500.6046,399.4621,82.7587,690.2347,0,"V330644","L0298","P",98.15,689.1,22456.536,22500
324,324,"V330649_L303_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,251.0527,NA,NA,NA,699.6829,NA,"V330649","L0303","C",345.3,441.95,14453.102,14500
325,325,"V330649_L303_1_P.jpg",NA,557.897,0,0,0,0,0,0,1,147.5127,0,9,7,17,8,6,147.5669,0,NA,NA,0,NA,NA,NA,NA,691.2019,0,"V330649","L0303","P",345.3,441.95,14453.102,14500
327,327,"V330651_L305_1_C.jpg",NA,309.6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,669.0269,0,"V330651","L0305","C",95.35,691.9,22547.208,22750
328,328,"V330651_L305_1_P.jpg",2632.7508,287.3686,0,0,0,0,0,0,1,87.4757,0,0,0,17,11,3,87.3613,0,NA,NA,0,120.0666,295.9189,310.4835,NA,666.1922,NA,"V330651","L0305","P",95.35,691.9,22547.208,22750
