"fish_id","total_flags","flagged_measurements","C_SL","P_SL","C_CAV","P_CAV","C_DS1","P_DS1","C_DS2","P_DS2","C_DS3","P_DS3","C_LPT","P_LPT","C_PSP.L","P_PSP.L","C_PSP.R","P_PSP.R","C_TPG","P_TPG","C_ECT","P_ECT","C_CLE","P_CLE","C_PMX","P_PMX"
"V330792_L453_1",4,"DS2, DS3, PSP.L, PSP.R",NA,NA,595.9334,NA,NA,0,288.1111,0,134.937,116.2755,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330911_L580_1",4,"DS1, DS2, PSP.L, PSP.R",NA,NA,487.6685,NA,0,0,223.6359,0,NA,0,113.565,NA,0,0,0,0,189.3806,NA,489.2484,NA,475.4787,NA,212.4924,NA
"V330921_L590_1",4,"DS1, DS2, DS3, PSP.L",NA,3748.3074,NA,426.4657,0,265.9323,0,336.3807,0,158.2403,NA,180.1777,0,343.1851,0,NA,NA,411.1447,NA,410.8138,NA,357.2338,NA,83.5225
"V330937_L606_1",4,"DS1, DS2, DS3, PSP.L",NA,NA,NA,3155.7063,0,0,0,0,0,0,NA,157.6642,345.323,0,NA,0,506.4227,NA,NA,377.4043,NA,333.054,NA,95.3415
"V330947_L616_1",4,"DS1, DS2, PSP.L, PSP.R",NA,NA,NA,502.9062,0,0,0,112.0089,0,NA,NA,NA,0,0,0,0,NA,186.0242,NA,518.167,NA,NA,131.727,NA
"V330986_L658_1",4,"DS1, DS2, DS3, PSP.L",NA,4189.3675,NA,530.626,0,131.2098,0,301.8874,0,115.1694,NA,161.2452,0,392.3264,0,NA,NA,618.9669,NA,547.7518,NA,418.1866,118.7266,NA
"V331037_L711_1",4,"DS1, DS2, DS3, PSP.L",NA,4705.9469,NA,573.4036,0,0,0,0,0,93.723,NA,140.9113,0,512.0156,0,NA,NA,780.6561,NA,668.431,NA,NA,NA,NA
"V331216_L894_1",4,"DS1, DS2, DS3, PSP.R",NA,NA,508.1928,NA,0,139.5887,0,325.5657,0,119.7748,NA,96.1873,NA,0,313.0367,0,763.3276,NA,375.7193,NA,NA,NA,NA,NA
"V331441_L1149_1",4,"DS1, PSP.L, PSP.R, CLE",NA,NA,NA,NA,0,0,NA,240.3934,NA,NA,NA,NA,0,0,0,0,183.3576,NA,432.2268,NA,330.7204,422.8298,NA,105.513
"V331682_L1404_1",4,"DS1, DS2, DS3, PSP.L",NA,NA,352.5503,NA,0,0,212.9037,0,91.3017,0,NA,NA,0,254.5034,0,NA,NA,466.0172,NA,407.5929,NA,340,NA,97.6524
"V331871_L1600_1",4,"DS1, DS2, DS3, TPG",NA,NA,NA,384.5844,0,0,0,0,0,98.0816,NA,132.8157,NA,279.4351,255.1549,NA,528.0758,539.7481,NA,488.2131,NA,NA,100.4988,NA
"V331906_L1635C_1",4,"PSP.L, PSP.R, ECT, CLE",3959.1049,NA,463.4018,NA,0,NA,299.8133,NA,141.5344,NA,NA,NA,308.9336,0,345.5083,0,601.6644,NA,536.8054,579.8345,464.7236,472.6309,NA,NA
"V332423_L2166_1",4,"CAV, DS3, PSP.L, PSP.R",NA,3570.61,444.1879,411.543,0,NA,0,NA,111.8034,82.5409,NA,126.5701,290.3033,274.3319,290.2482,279.1451,NA,720.0562,NA,502.8916,NA,468.2403,NA,129.1395
"V332926_L2781_1",4,"CAV, DS1, DS2, DS3",NA,NA,405.7624,445.3758,286.3564,299.234,378.3385,369,157.0987,140.6165,169.4344,NA,359.8944,NA,438.4199,NA,683.1252,NA,516.8288,NA,432.0046,NA,NA,157.8924
"V333028_L2883_1",4,"DS1, DS2, DS3, PSP.L",NA,NA,NA,731.6113,0,435.4124,0,504.9673,0,213.9533,NA,NA,0,416.173,0,NA,1141.9089,NA,NA,NA,NA,NA,NA,NA
"V333053_L2908_1",4,"DS1, DS2, PSP.L, PSP.R",NA,4028.4786,455.2792,NA,0,0,0,0,119.4738,NA,139.5887,NA,0,0,0,0,172.363,NA,444.2938,NA,627.4878,NA,NA,NA
"V330385_L25_1",3,"DS2, PSP.L, PSP.R",NA,NA,NA,456.8007,NA,0,196.8248,0,NA,0,NA,NA,0,0,0,0,NA,187.8404,NA,421.0855,NA,392.4296,NA,NA
"V330411_L51_1",3,"DS2, DS3, PSP.L",NA,NA,NA,NA,NA,0,400.4997,0,172.0465,0,NA,NA,513.8249,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330461_L101_1",3,"DS1, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,NA,107.8703,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330470_L110_1",3,"DS1, PSP.L, PSP.R",NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,229.0589,0,289.0329,NA,NA,NA,502.9075,NA,359.5608,NA,NA
"V330910_L579_1",3,"PSP.L, PSP.R, CLE",NA,NA,NA,384.1864,NA,0,NA,0,NA,81.0555,NA,99.7246,0,0,0,0,NA,122.3765,NA,339.4775,274.8818,361.7084,121.4578,NA
"V331101_L776_1",3,"DS3, PSP.L, PSP.R",NA,NA,462.9124,NA,NA,NA,NA,NA,132.4424,0,NA,NA,0,0,0,0,NA,NA,NA,469.5551,NA,401.2605,NA,151.344
"V331141_L817_1",3,"DS2, PSP.L, PSP.R",NA,NA,NA,576.797,0,NA,0,192.0234,0,NA,NA,NA,0,0,360.6619,0,687.1768,NA,505.2841,NA,524.3138,NA,NA,NA
"V331220_L898_1",3,"DS1, DS2, DS3",NA,NA,NA,828.7976,0,0,0,439.0262,0,253.7794,NA,265.0887,0,NA,0,NA,NA,NA,NA,NA,857.578,NA,NA,NA
"V331296_L977_1",3,"PSP.L, TPG, ECT",NA,NA,NA,NA,NA,NA,199.4492,NA,118.6802,NA,NA,NA,319.412,352.9306,315.0143,NA,675.0267,571.183,500.9192,442.7415,499.957,NA,NA,NA
"V331465_L1173_1",3,"DS1, PSP.L, PSP.R",NA,NA,NA,NA,0,0,NA,295.7854,0,NA,NA,NA,0,0,0,0,204.7926,NA,NA,499.7409,NA,403.1178,NA,135.7645
"V331553_L1270_1",3,"DS3, PSP.L, PSP.R",NA,564.0226,516.3795,NA,0,NA,135.8308,NA,96.6075,93.7443,129.244,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V331644_L1364_1",3,"DS1, DS2, DS3",NA,NA,399.6864,NA,0,0,0,0,0,79.2023,NA,126.0357,0,NA,0,NA,NA,595.0899,NA,NA,NA,NA,NA,NA
"V331693_L1416_1",3,"DS1, DS2, DS3",NA,NA,591.5966,NA,0,0,349.285,0,0,153.1013,NA,NA,NA,0,NA,0,823.5144,NA,NA,660.521,NA,NA,NA,309.8903
"V331854_L1581_1",3,"CAV, DS3, PSP.L",NA,NA,532.1104,603.2811,0,NA,0,NA,132.2422,127.122,113.7717,NA,0,323.2337,0,NA,NA,713.448,NA,447.3209,NA,549.749,NA,NA
"V330476_L116_1",2,"DS3, PMX",NA,NA,NA,388.5271,0,NA,0,NA,0,115.4777,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,89.958,145.2446
"V330590_L241_1",2,"PSP.L, PSP.R",NA,NA,NA,520.7012,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"V330594_L245_1",2,"PSP.L, PSP.R",NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,78.9177,NA
"V330607_L258_1",2,"PSP.L, PSP.R",3255.0515,NA,430.8867,NA,NA,0,NA,0,NA,0,NA,NA,239.0684,0,302.9045,0,NA,NA,NA,NA,NA,NA,139.6697,NA
"V330777_L436_1",2,"PSP.L, PSP.R",NA,NA,NA,464.0168,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,188.4038,NA,NA,NA,NA,NA,NA,NA
"V330853_L520_1",2,"PSP.L, PSP.R",NA,NA,635.6961,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,193.982
"V330863_L531_1",2,"PSP.L, PSP.R",NA,NA,NA,644.7387,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,768.7613,NA,548.549,NA,474.6641,NA,NA
"V330942_L611_1",2,"PSP.L, PSP.R",NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,180.4993,NA,451.9558,NA,394.6454,NA,117.9576
"V331433_L1141_1",2,"CAV, PSP.R",NA,NA,352.9618,333.7831,NA,0,NA,0,NA,110.1454,NA,114.0395,0,NA,0,267.4715,NA,521.0077,NA,432.8429,NA,315.9272,NA,NA
"V331726_L1452_1",2,"PSP.L, ECT",NA,NA,505.1392,NA,NA,0,NA,0,NA,0,NA,NA,298.2247,0,NA,0,564.0319,NA,475.4219,682.6302,534.0506,NA,NA,NA
"V331977_L1707_1",2,"CAV, DS3",NA,NA,299.1661,324.3982,0,NA,0,NA,145.6468,126.0357,87.8237,NA,NA,0,NA,0,317.9717,NA,315.1285,NA,264.6979,NA,114.826,NA
"V332082_L1815_1",2,"PSP.L, PSP.R",NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,NA,620.3225,411.9624,NA,NA,NA,241.3462,NA
"V332087_L1820_1",2,"DS2, DS3",NA,NA,NA,431.1514,0,NA,0,289.6135,0,156.3714,NA,NA,NA,0,NA,0,NA,NA,500.132,NA,634.8102,NA,182.1318,NA
"V332903_L2758_1",2,"DS2, DS3",NA,NA,508.2457,NA,NA,NA,459.0773,483.7355,191.7081,114.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V330959_L630_1",1,"PSP.L",NA,5582.0577,NA,667.0367,0,NA,0,NA,149.3452,NA,NA,NA,0,417.8516,0,NA,NA,836.6505,NA,912.9666,NA,643.68,NA,217.4121
"V331989_L1719_1",1,"DS1",NA,NA,359.2758,NA,0,0,0,NA,100.6231,NA,149.1878,NA,208.9043,NA,NA,NA,NA,349.1246,NA,NA,NA,NA,NA,NA
"V332516_L2259_1",1,"PSP.L",NA,NA,559.7672,NA,0,NA,411.3004,NA,211.2061,NA,204.7828,NA,444.018,465,NA,NA,804.6366,NA,NA,NA,NA,NA,NA,NA
"V332633_L2485_1",1,"DS3",NA,NA,NA,411.5616,NA,NA,NA,324.8877,143.6941,153.3232,NA,192.0521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
