"fish_id","C_MDS1","P_MDS1","NA_MDS1","C_MDS2","P_MDS2","NA_MDS2","C_MDS3","P_MDS3","NA_MDS3","C_MPSP","P_MPSP","NA_MPSP","C_MDS1NA","P_MDS1NA","NA_MDS1NA","C_MDS2NA","P_MDS2NA","NA_MDS2NA","C_MDS3NA","P_MDS3NA","NA_MDS3NA","C_MPSPNA","P_MPSPNA","NA_MPSPNA","C_MDF","P_MDF","NA_MDF","C_MAF","P_MAF","NA_MAF","C_MCV","P_MCV","NA_MCV","C_MAV","P_MAV","NA_MAV","C_MPT","P_MPT","NA_MPT","C_SL","P_SL","NA_SL","C_CAV","P_CAV","NA_CAV","C_DS1","P_DS1","NA_DS1","C_DS2","P_DS2","NA_DS2","C_DS3","P_DS3","NA_DS3","C_LPT","P_LPT","NA_LPT","C_PSP.L","P_PSP.L","NA_PSP.L","C_PSP.R","P_PSP.R","NA_PSP.R","C_TPG","P_TPG","NA_TPG","C_ECT","P_ECT","NA_ECT","C_CLE","P_CLE","NA_CLE","C_PMX","P_PMX","NA_PMX","C_Scale_10mm","P_Scale_10mm","NA_Scale_10mm","C_row_count","P_row_count","NA_row_count","flag_SL","flag_CAV","flag_DS1","flag_DS2","flag_DS3","flag_LPT","flag_PSP.L","flag_PSP.R","flag_TPG","flag_ECT","flag_CLE","flag_PMX","total_flags","flagged_measurements"
"V333056_L2911_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,3751.0942,NA,NA,458.1241,NA,NA,271.2803,NA,NA,366.5897,NA,NA,161.1366,NA,NA,144.281,NA,NA,364.3734,NA,NA,NA,NA,NA,661.3078,NA,NA,419.9357,NA,NA,398.5035,NA,NA,144.0312,NA,NA,669.0067,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333057_L2912_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,0,NA,NA,18,NA,NA,14,NA,NA,4,NA,NA,3162.3316,NA,NA,388.0568,NA,NA,0,NA,NA,0,NA,NA,90.6973,NA,NA,178.5189,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.6932,NA,NA,700.6975,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333058_L2913_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,0,NA,NA,15,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,577.7085,NA,NA,0,NA,NA,0,NA,NA,131.042,NA,NA,80.7775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.9225,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333059_L2914_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,10,NA,NA,0,NA,NA,18,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,608.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.1062,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333060_L2915_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,248.2015,NA,NA,225.7875,NA,NA,NA,NA,NA,NA,NA,NA,401.3228,NA,NA,470.6166,NA,NA,731.8388,NA,NA,582.4946,NA,NA,414.1546,NA,NA,96.5401,NA,NA,672.6693,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333061_L2916_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,8,NA,NA,18,NA,NA,14,NA,NA,6,NA,NA,3373.1128,NA,NA,398.3077,NA,NA,0,NA,NA,0,NA,NA,102.0441,NA,NA,85.9069,NA,NA,0,NA,NA,0,NA,NA,99.7246,NA,NA,396,NA,NA,454.933,NA,NA,139.4597,NA,NA,720.6247,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333062_L2917_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18,NA,NA,0,NA,NA,4605.0859,NA,NA,406.612,NA,NA,0,NA,NA,0,NA,NA,100.08,NA,NA,168.6179,NA,NA,244.1311,NA,NA,242.685,NA,NA,NA,NA,NA,NA,NA,NA,545.9524,NA,NA,NA,NA,NA,710.7405,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333063_L2918_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,0,NA,NA,0,NA,NA,13,NA,NA,7,NA,NA,3668.7873,NA,NA,481.0141,NA,NA,0,NA,NA,0,NA,NA,152.0526,NA,NA,236.5418,NA,NA,329.5087,NA,NA,NA,NA,NA,586.6379,NA,NA,NA,NA,NA,492.0163,NA,NA,115.1694,NA,NA,708.4631,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333064_L2919_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,16,NA,NA,0,NA,NA,6,NA,NA,4032.1349,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,160.4494,NA,NA,132.0606,NA,NA,0,NA,NA,0,NA,NA,132.9662,NA,NA,612.1176,NA,NA,628.6621,NA,NA,NA,NA,NA,706.2238,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333065_L2920_1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,40.4969,NA,NA,372.5802,387.2209,NA,500.3998,351.141,NA,NA,128.8255,NA,708.5563,727.9128,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,6,"DS1, DS2, PSP.L, PSP.R, ECT, CLE"
"V333066_L2921_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,115.9181,NA,NA,400.9913,NA,NA,522.3103,NA,NA,211.154,NA,NA,717.5082,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333067_L2922_1",0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,8,NA,NA,17,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,555.7058,NA,NA,0,NA,NA,0,NA,NA,142.5553,NA,NA,156.2594,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.1575,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333068_L2923_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA,6,NA,NA,NA,NA,NA,493.5208,NA,NA,0,NA,NA,0,NA,NA,93.723,NA,NA,88.8426,NA,NA,0,NA,NA,0,NA,NA,178.3928,NA,NA,484.349,NA,NA,NA,NA,NA,NA,NA,NA,645.007,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333069_L2924_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,434.3086,NA,NA,673.7359,NA,NA,148.8086,NA,NA,703.2951,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333070_L2925_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7464,NA,NA,702.5511,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333071_L2926_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1329.0132,NA,NA,NA,NA,NA,0,NA,NA,94.8262,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,170,NA,NA,190.5151,NA,NA,46.1736,NA,NA,699.8057,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333072_L2927_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,9,NA,NA,15,NA,NA,0,NA,NA,4,NA,NA,3219.2722,NA,NA,477.015,NA,NA,0,NA,NA,308.8835,NA,NA,126.0357,NA,NA,192.398,NA,NA,0,NA,NA,0,NA,NA,138.0326,NA,NA,654.832,NA,NA,594.9387,NA,NA,168.2409,NA,NA,727.585,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333074_L2929_1",0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,19,0,NA,0,13,NA,0,5,NA,NA,NA,NA,402.8686,NA,NA,0,0,NA,NA,0,NA,113.2254,69.3397,NA,106.9205,160.798,NA,0,0,NA,0,0,NA,NA,151.2217,NA,NA,449.7555,NA,NA,395.9899,NA,NA,95.0368,NA,713.5741,724.7979,NA,1,1,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS3, LPT, PSP.L, PSP.R"
"V333075_L2930_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,183.2212,NA,NA,464.9516,NA,NA,164.125,NA,NA,176.0824,NA,NA,434.0991,NA,NA,428.8426,NA,NA,NA,NA,NA,541.2818,NA,NA,NA,NA,NA,NA,NA,NA,695.9095,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333076_L2931_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,2242.1508,NA,NA,277.8396,NA,NA,0,NA,NA,0,NA,NA,76.4199,NA,NA,62.0967,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,174.9286,NA,NA,242.0744,NA,NA,65.1153,NA,NA,710.3717,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333077_L2932_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,16,NA,NA,0,NA,NA,5,NA,NA,3495.9823,NA,NA,431.3592,NA,NA,273.7901,NA,NA,243.9057,NA,NA,163.1349,NA,NA,171.8139,NA,NA,415.8004,NA,NA,NA,NA,NA,674.5799,NA,NA,488.9264,NA,NA,447.7946,NA,NA,120.4865,NA,NA,699.9264,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333078_L2933_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,9,NA,NA,17,NA,NA,12,NA,NA,6,NA,NA,NA,NA,NA,593.0692,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,201.5589,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.2744,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333080_L2935_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,NA,NA,16,NA,NA,5,NA,NA,3369.8,NA,NA,379.1159,NA,NA,0,NA,NA,0,NA,NA,96.6644,NA,NA,104.3072,NA,NA,0,NA,NA,0,NA,NA,134.1641,NA,NA,499.5518,NA,NA,563.2051,NA,NA,125.6025,NA,NA,609.2618,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333082_L2937_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,578.4277,NA,NA,0,NA,NA,0,NA,NA,129.0349,NA,NA,169.5465,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,595.0143,NA,NA,496.2439,NA,NA,NA,NA,NA,717.2259,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333083_L2938_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,8,NA,NA,17,NA,NA,13,NA,NA,5,NA,NA,NA,NA,NA,495.3969,NA,NA,0,NA,NA,0,NA,NA,55.3173,NA,NA,147.1224,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,533.376,NA,NA,578.2845,NA,NA,NA,NA,NA,711.2531,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333084_L2939_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,19,NA,NA,11,NA,NA,5,NA,NA,2196.797,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,82.9759,NA,NA,73.7902,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,191.0838,NA,NA,261,NA,NA,82.7587,NA,NA,722.5206,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333085_L2940_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,15,NA,NA,6,NA,NA,NA,NA,NA,446.1286,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,123.1463,NA,NA,0,NA,NA,0,NA,NA,131.4876,NA,NA,483.7355,NA,NA,534.842,NA,NA,162.2498,NA,NA,648,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333086_L2941_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,17,NA,NA,14,NA,NA,5,NA,NA,3833.2023,NA,NA,514.3954,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,100.2397,NA,NA,0,NA,NA,0,NA,NA,360.5551,NA,NA,541.4795,NA,NA,454.9637,NA,NA,144.4991,NA,NA,721.698,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333087_L2942_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,9,NA,NA,17,NA,NA,14,NA,NA,6,NA,NA,NA,NA,NA,349.8714,NA,NA,0,NA,NA,0,NA,NA,90,NA,NA,111.8928,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,304.4208,NA,NA,373.8716,NA,NA,NA,NA,NA,703.2866,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333088_L2943_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,7,NA,NA,16,NA,NA,13,NA,NA,5,NA,NA,3571.2414,NA,NA,479.1839,NA,NA,0,NA,NA,0,NA,NA,91.0934,NA,NA,87.8237,NA,NA,0,NA,NA,0,NA,NA,125.9286,NA,NA,452.6422,NA,NA,409.8597,NA,NA,110.0227,NA,NA,714.5103,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333089_L2944_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,0,NA,NA,13,NA,NA,0,NA,NA,NA,NA,NA,538.2272,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,371.6558,NA,NA,NA,NA,NA,625.4854,NA,NA,194.6484,NA,NA,700.9251,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333090_L2946_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,8,NA,NA,16,NA,NA,13,NA,NA,5,NA,NA,3158.24,NA,NA,383.8629,NA,NA,0,NA,NA,0,NA,NA,104.69,NA,NA,88.8144,NA,NA,0,NA,NA,0,NA,NA,98.5089,NA,NA,478.0042,NA,NA,406.4529,NA,NA,146.4923,NA,NA,724.1326,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333091_L2947_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,14,NA,NA,6,NA,NA,NA,NA,NA,489.4731,NA,NA,0,NA,NA,0,NA,NA,64.7611,NA,NA,135.1333,NA,NA,0,NA,NA,0,NA,NA,259.4783,NA,NA,587.4028,NA,NA,453.0894,NA,NA,NA,NA,NA,646.366,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333092_L2948_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4563.851,NA,NA,NA,NA,NA,270.4071,NA,NA,339.4584,NA,NA,130.2306,NA,NA,197.4639,NA,NA,447.2136,NA,NA,NA,NA,NA,601.5048,NA,NA,456.0702,NA,NA,380.7571,NA,NA,NA,NA,NA,707.1068,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333093_L2949_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,14,NA,NA,5,NA,NA,NA,NA,NA,414.2228,NA,NA,0,NA,NA,0,NA,NA,99.3579,NA,NA,150.8642,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,332.006,NA,NA,400.125,NA,NA,120.0167,NA,NA,703.6931,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333094_L2950_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,13,NA,NA,3,NA,NA,NA,NA,NA,438.9204,NA,NA,0,NA,NA,0,NA,NA,107.0794,NA,NA,162.9969,NA,NA,0,NA,NA,0,NA,NA,165.463,NA,NA,543.6046,NA,NA,566.5633,NA,NA,NA,NA,NA,712.0688,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333096_L2952_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,7,NA,NA,17,NA,NA,14,NA,NA,5,NA,NA,NA,NA,NA,460.5254,NA,NA,0,NA,NA,0,NA,NA,82.7587,NA,NA,121.8236,NA,NA,0,NA,NA,0,NA,NA,139.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.2269,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333099_L2955_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,407.1395,NA,NA,0,NA,NA,0,NA,NA,101.8234,NA,NA,105.2236,NA,NA,0,NA,NA,0,NA,NA,105.9056,NA,NA,469.3655,NA,NA,466.4762,NA,NA,161.8394,NA,NA,712.1798,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333100_L2956_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18,NA,NA,12,NA,NA,0,NA,NA,5274.2184,NA,NA,653.7651,NA,NA,0,NA,NA,0,NA,NA,142.2392,NA,NA,61.1882,NA,NA,0,NA,NA,0,NA,NA,247.8225,NA,NA,712.0815,NA,NA,960.7497,NA,NA,283.0194,NA,NA,716.5166,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333101_L2957_1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,0,NA,NA,18,NA,NA,13,NA,NA,4,NA,NA,2943.6742,NA,NA,333.7004,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,156.2594,NA,NA,0,NA,NA,0,NA,NA,84.214,NA,NA,420.6852,NA,NA,456.8873,NA,NA,118.3765,NA,NA,699.9264,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V333102_L2958_1",0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,9,NA,10,8,NA,0,17,NA,0,0,NA,0,0,NA,NA,NA,NA,650.0081,541.2435,NA,0,0,NA,0,NA,NA,127.3499,134.4656,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,185.1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.7113,704.2592,NA,1,1,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"CAV, DS1, DS3, PSP.L, PSP.R"
"V333105_L2961_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,10,NA,NA,19,NA,NA,15,NA,NA,2,NA,NA,3294.5912,NA,NA,386.8639,NA,NA,0,NA,NA,0,NA,NA,73.0548,NA,NA,83.5703,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,429.0315,NA,NA,526.0618,NA,NA,84.8528,NA,NA,705.1596,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
