n,ID,SL,CAV,MDS1,DS1,MDS1NA,MDS2,DS2,MDS2NA,MDS3,DS3,MDS3NA,MDF,MAF,MCV,MAV,MPT,LPT,MPSP,PSP-L,PSP-R,MPSPNA,TPG,ECT,CLE,PMX,Scale_10mm
199,V330568_L217_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,111.3239,711.7654
200,V330568_L217_1_P.jpg,2939.4397,363.2813,0,,0,1,245.5239,0,1,117.1537,0,7,0,17,11,5,110.0227,0,,,0,121.5648,342.4865,337.2432,,693.3181
201,V330569_L218_1_C.jpg,,,0,,0,1,256.3201,0,1,127.122,0,9,8,0,12,4,96.0833,0,,,0,138.9244,,,,704.3437
202,V330569_L218_1_P.jpg,,421.8085,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,706.2308
203,V330570_L219_1_C.jpg,,,0,,0,1,233.0322,0,0,,0,0,0,0,0,0,169.1656,0,,,0,,,,,709.9866
204,V330570_L219_1_P.jpg,3107.8385,386.7396,0,,0,1,206.6495,0,1,107.629,0,8,8,17,9,4,121.6553,0,,,0,,325.9939,388.8033,115.1694,706.9031
205,V330571_L220_1_C.jpg,,231.158,0,,0,0,,0,1,83.5703,0,10,7,17,0,5,50.9902,0,,,0,,320.0062,276.8465,,685.3816
206,V330571_L220_1_P.jpg,1911.3983,238.1184,0,,0,1,174.631,0,1,98.7927,0,9,7,17,11,5,63.561,0,,,0,,280.5851,297.8456,70.9366,708.3784
207,V330572_L221_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,733.4303
208,V330572_L221_1_P.jpg,3725.8929,452.879,0,,0,0,,0,0,,0,6,7,15,10,3,184.0435,0,,,0,152.3155,376.0851,,118.9285,710.2112
209,V330573_L222_1_P.jpg,3275.5979,409.2483,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
210,V330573_L222_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,4,106.5317,0,,,0,,432.3852,,108.1665,702.5895
211,V330574_L223_1_P.jpg,,,0,,0,0,,0,0,,0,9,10,0,0,0,,0,,,0,,,,,705.2744
212,V330575_L224_1_P.jpg,,522.8476,0,,0,0,,0,0,,0,9,11,17,0,5,109.4897,0,,,0,,,,,
213,V330575_L224_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,728.3763
214,V330576_L225_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,717.5514
215,V330576_L225_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,97.949,731.225
216,V330577_L226_1_P.jpg,2783.9163,340.4082,0,,0,0,,0,1,110.1454,0,10,7,18,13,5,110.1454,0,,,0,138.2932,399.89,381.1889,96.0469,711.1076
217,V330578_L227_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,745.5468
218,V330578_L227_1_P.jpg,3887.4132,513.953,0,,0,0,,0,1,141.4214,0,8,8,16,12,5,117.7115,0,,,0,,,,95.4149,712.1011
219,V330578_L227_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,79.196,538.5908,436.8066,,
220,V330579_L228_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,704.9539
221,V330579_L228_1_P.jpg,,540.9906,0,,0,0,,0,1,128.8604,0,9,7,16,12,5,99.363,0,,,0,123.1463,,,,710.2908
222,V330581_L230_1_P.jpg,,550.3356,0,,0,0,,0,0,,0,0,0,0,0,5,144.2221,0,,,0,175.4537,636.2012,608.4866,,734.7925
223,V330583_L232_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,59.1692,723.1556
224,V330583_L232_1_P.jpg,,355.4152,0,,0,0,,0,1,87.4643,0,0,0,0,0,5,75,0,,,0,,320.0031,,,
225,V330583_L232_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,657.493
226,V330584_L283_1_P.jpg,4643.3186,599.7169,0,,0,0,,0,1,120.5985,0,8,9,17,11,5,108.6646,0,,,0,166.3731,604.053,612.8882,224.8911,704.5566
227,V330585_L236_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,554.4006,621.7009,,704.5566
228,V330585_L236_1_P.jpg,4372.1021,619.8879,0,,0,0,,0,1,129.5531,0,9,7,16,10,5,184.1738,0,,,0,,,,107.7033,720
229,V330586_L237_1_P.jpg,3141.4255,416.7743,0,,0,0,,0,1,67.4166,0,9,7,0,0,4,,0,,,0,,420.1071,,131.8977,712.0688
230,V330587_L238_1_P.jpg,3045.9235,402.4831,0,,0,1,280.1428,0,1,155.7691,0,8,7,17,11,5,162.2498,0,,,0,,312.5188,,78,721.2302
231,V330588_L239_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,682.302
232,V330588_L239_1_P.jpg,,361.989,0,,0,0,,0,1,89.0449,0,8,7,17,12,4,153.2645,0,,,0,127.738,279.9018,385.3687,,
233,V330588_L239_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,708.1589
234,V330589_L240_1_P.jpg,3525.6545,458.2601,0,,0,0,,0,0,,0,0,0,19,11,3,183.5211,0,,,0,,,,,
235,V330589_L240_1_P.jpg,,,0,,0,0,,0,1,79.6994,0,0,0,0,0,0,,0,,,0,,340.5877,489.5386,75.4718,700.4113
236,V330590_L241_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,,,689.6724
237,V330590_L241_1_P.jpg,,520.7012,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,720.3999
238,V330591_L242_1_C.jpg,4093.9612,568.2632,0,,0,1,392.3264,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
239,V330591_L242_1_C.jpg,,,0,,0,0,,0,1,144.2775,0,9,6,16,10,5,135.8234,0,,,0,,614.9211,,76.4199,716.1787
240,V330591_L242_1_P.jpg,4005.487,510.5848,0,,0,1,419.6951,0,1,162.4315,0,0,0,0,0,0,,0,,,0,,,,,700.731
241,V330592_L243_1_C.jpg,,516.7118,0,,0,0,,0,1,129.9731,0,0,0,0,0,0,,0,,,0,,,,,
242,V330592_L243_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,712.1826
243,V330592_L243_1_P.jpg,,407.7761,0,,0,0,,0,1,133.154,0,0,0,0,0,4,117.1537,0,,,0,,,,,708.3685
244,V330593_L244_1_C.jpg,3840.1949,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,688
245,V330594_L245_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,,78.9177,
246,V330594_L245_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,728.0549
247,V330595_L246_1_C.jpg,,400.8361,0,,0,0,,0,1,99.1615,0,0,0,0,0,5,105.2616,0,,,0,,234.5464,449.9111,,707.6722
248,V330595_L246_1_P.jpg,3314.3959,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,716.774
249,V330598_L249_1_P.jpg,2745.6671,351.6829,0,,0,1,292.2499,0,1,152.7645,0,0,0,19,11,4,97.6729,0,,,0,,379.5208,395.0557,107.3313,705.0511
250,V330599_L250_1_P.jpg,,,0,,0,0,,0,1,121.6553,0,0,0,0,0,4,124.1934,0,,,0,,,,116.8247,722.0416
251,V330600_L251_2_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,705.1021
252,V330600_L251_2_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,545.2339,461.7359,,709.3659
253,V330600_L251_2_P.jpg,,,0,,0,0,,0,1,113.7014,0,0,0,0,0,0,,0,,,0,,,,,
254,V330601_L252_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,103.6195,,,,723.3982
255,V330601_L252_1_P.jpg,,419.6419,0,,0,0,,0,1,147.611,0,0,0,0,0,6,122.45,0,,,0,,,,,
256,V330601_L252_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,715.4418
257,V330603_L254_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,366.8787,479.1701,,706.3852
258,V330603_L254_1_P.jpg,,450.8351,0,,0,0,,0,1,106.4049,0,0,0,0,11,4,116.4989,0,,,0,,,,163.6857,721.5608
259,V330605_L256_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,194.0309,704
260,V330605_L256_1_P.jpg,4557.5713,601.3159,0,,0,0,,0,1,141.4214,0,0,0,15,11,5,161.2452,0,,,0,,640.05,658.5924,141.8732,717.8858
261,V330606_L257_1_P.jpg,,497.5689,0,,1,0,,1,1,130.2306,0,10,9,17,0,0,,0,,,0,,,,,
262,V330606_L257_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,723.1072
263,V330607_L258_1_C.jpg,3255.0515,430.8867,0,,1,0,,1,0,,1,0,0,0,0,0,,2,239.0684,302.9045,0,,,,139.6697,707.7241
264,V330607_L258_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,17,0,0,,0,,,0,,,,,713.2812
265,V330608_L259_1_P.jpg,2274.3819,299.2981,0,,0,0,,0,1,91.0934,0,0,0,0,0,4,75.8947,0,,,0,,320.0312,323.6943,51.264,696.685
266,V330609_L260_1_P.jpg,,,1,165.7468,0,1,247.3863,0,1,136.8211,0,0,0,0,0,0,,2,,,0,,,,,670.3432
267,V330610_L261_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,360.5385,0,,,,,694.3947
268,V330610_L261_1_P.jpg,,483.6647,0,,0,1,257.9477,0,1,157.035,0,0,0,0,10,5,165.3269,2,357.0504,,0,685.4524,489.4507,586.3139,145.1206,695.4632
269,V330611_L262_1_P.jpg,2685.0151,,0,,0,0,,0,1,102.1763,0,0,0,0,0,0,,0,,,0,,,,,
270,V330611_L262_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,704.7957
271,V330612_L263_1_C.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,,,
272,V330612_L263_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,720.9688
273,V330612_L263_1_P.jpg,,,0,,0,0,235.7626,0,0,,0,0,0,0,0,0,,0,,,0,250.4596,396.1818,342.3814,95.2943,712.6184
274,V330613_L264_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,17,10,0,,0,,,0,,,,,708.0452
275,V330613_L264_1_P.jpg,,739.4091,0,,0,0,,0,0,,0,0,0,0,0,4,213.3542,0,,,0,164.4384,,,,718.8992
276,V330614_L265_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,278.2894,,,702.0256
277,V330614_L265_1_P.jpg,,367.8345,0,,0,0,,0,1,135.2997,0,10,0,0,0,6,123.9113,0,,,0,,440.6733,412.3227,112.9292,712.6184
278,V330615_L266_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,715.5418
279,V330615_L266_1_P.jpg,2677.3786,343.8236,0,,0,0,,0,1,80.4984,0,6,6,0,0,5,60.6712,0,,,0,,399.0451,384.0117,57.6281,693.1039
280,V330616_L267_2_P.jpg,3455.4249,,0,,0,0,,0,1,145.561,0,0,0,0,0,0,,0,,,0,,,,201.3579,714.7433
281,V330618_L269_1_C.jpg,,,0,,0,0,,0,0,,0,0,8,0,0,0,,0,,,0,,,,,718.0599
282,V330618_L269_1_P.jpg,,549.0725,1,170.5784,0,1,357.7555,0,1,117.8813,0,10,0,17,11,4,121.4907,0,,,0,203.8235,427.4026,381.425,,728.5554
283,V330619_L270_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,309.076,390,80.6226,726.9938
284,V330620_L271_1_C.jpg,,469.5178,0,,0,0,,0,1,74.4312,0,0,0,0,0,0,84.214,0,,,0,240.2166,453.5416,,,
285,V330620_L271_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,714.6748
286,V330620_L271_1_P.jpg,,482.2837,0,,0,0,,0,1,96.933,0,0,0,0,0,0,114.3547,0,,,0,,543.7371,,,
287,V330620_L271_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,707.6058
288,V330621_L272_1_P.jpg,,,0,,0,0,,0,1,131.5751,0,0,0,0,0,5,105.2236,0,,,0,,,,,688.9761
289,V330622_L273_1_P.jpg,,751.9444,0,,0,0,,0,1,134.4619,0,0,0,0,11,5,117.0982,0,,,0,246.7387,522.2107,541.4795,,708.5309
290,V330623_L274_1_P.jpg,2907.3034,360.4053,0,,0,0,,0,1,91.4822,0,0,0,0,0,5,83.9345,0,,,0,,426.7552,374.7746,87.367,713.3309
291,V330624_L276_1_P.jpg,,561.4508,0,,0,0,,0,1,102.2155,0,0,0,17,10,4,104.69,0,,,0,,456.2806,302.6549,,716.0112
292,V330625_L277_1_P.jpg,,557.9066,0,,0,0,,0,0,,0,0,0,0,0,3,239.3658,0,,,0,,,,125.6025,716.0447
293,V330627_L280_1_P.jpg,,651.8356,0,,0,0,,0,1,140.6165,0,8,7,17,0,0,147.1224,0,,,0,,,,,708.1589
294,V330628_L281_2_P.jpg,4348.6716,603.7732,0,,0,0,,0,1,,0,0,0,0,0,5,,0,,,0,,,,,
295,V330628_L281_2_P.jpg,,,0,,0,0,,0,0,144.4991,0,0,0,0,0,0,130.2306,0,,,0,,538.8581,538.5908,124.964,712.8759
296,V330629_L282_1_C.jpg,,,0,,1,0,,1,1,136,0,0,0,0,0,0,,0,,,0,,,,,689.6724
297,V330629_L282_2_P.jpg,,797.7895,0,,1,0,,1,1,160.9969,0,11,8,18,0,0,227.5434,0,,,0,,,,,730.4683
298,V330631_L285_1_C.jpg,,368.2553,0,,0,0,,0,1,96.1041,0,0,0,0,0,4,91.0824,0,,,0,,407.0037,359.2548,,
299,V330631_L285_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,710.4365
300,V330631_L285_1_P.jpg,,347.5102,0,,1,0,,1,1,101.6071,0,0,0,0,0,0,88.7694,0,,,0,,,,,730.252
301,V330633_L287_1_P.jpg,,371.0082,0,,0,0,,0,1,136.4588,0,0,0,16,9,4,93.1933,0,,,0,,,,,703.0505
302,V330634_L288_1_C.jpg,,520.071,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,138.1304,,,,692.8701
303,V330634_L288_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,561.2005,464.6127,,699.7785
304,V330635_L289_1_P.jpg,3028.6826,447.9802,0,,0,1,257.6199,0,1,114.5426,0,7,5,16,10,5,131.9394,0,,,0,117.6435,388.0206,354.2654,96.1665,710.1549
305,V330636_L290_1_C.jpg,,,0,,0,0,,0,1,121.4907,0,0,0,17,12,4,121.5648,0,,,0,,411.9624,,,750.18
306,V330637_L291_1_C.jpg,,,0,,0,0,,0,1,105,0,0,0,0,0,0,,0,,,0,,,,,
307,V330637_L291_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,703.8501
308,V330637_L291_1_P.jpg,4156.2772,518.9087,0,,0,0,,0,0,,0,0,0,0,0,5,78.2304,0,,,0,165.0273,560.3258,411.1751,75.06,714.6426
309,V330638_L292_1_P.jpg,2832.5803,360.047,0,,0,0,,0,1,112.0089,0,9,8,17,12,5,99.7246,0,,,0,187.1096,,,144.8102,665.4457
310,V330639_L293_1_C.jpg,3167.8139,356.1524,0,,0,0,,0,1,127.6323,0,8,7,16,8,5,87.2067,0,,,0,118.072,576.6325,358.9234,88.2326,658.997
311,V330639_L293_1_P.jpg,,321.1013,0,,0,0,,0,1,114.0395,0,0,11,0,0,5,89.8999,0,,,0,,343.4705,346.3019,119.7748,673.6653
312,V330640_L294_1_P.jpg,2385.1434,267.1655,0,,0,0,,0,1,124.7798,0,0,0,0,0,3,88.2836,0,,,0,,333.054,302.6434,73.7902,692.4868
313,V330641_L295_1_C.jpg,2704.3997,381.1498,0,,0,0,,0,1,93.4345,0,8,7,17,9,5,110.0227,0,,,0,,,,72.5603,699.0579
314,V330642_L296_1_P.jpg,4326.4623,491.5301,0,,0,1,305.1819,1,1,,0,9,8,18,10,4,116.619,0,,,0,160,549.2832,610.7569,187.3606,660.63
315,V330643_L297_2_P.jpg,2788.8853,358.6178,0,,0,0,,0,1,75.1798,0,8,7,18,12,4,163.878,0,,,0,,348.8911,283.5913,36.1248,705.9759
316,V330644_L298_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,415.389,401.542,176.2385,666.7953
317,V330644_L298_1_P.jpg,3455.8401,380.5347,0,,0,1,251.0339,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
318,V330644_L298_1_P.jpg,,,0,,0,0,,0,1,93.0484,0,8,7,17,11,5,88.2836,0,,,0,116.6919,500.6046,399.4621,82.7587,690.2347
319,V330645_L299_1_P.jpg,2842.17,353.2299,0,,0,0,,0,1,85.8021,0,0,0,0,0,4,121.8236,0,,,0,147.489,459.627,,100.5783,669.9142
320,V330646_L300_2_P.jpg,,592.0369,0,,0,0,,0,1,113.1371,0,8,9,17,13,6,98.7927,0,,,0,,494.6595,628.0127,,679.1171
321,V330647_L301_1_P.jpg,,576.3952,0,,0,0,,0,0,53.3667,0,0,0,0,0,0,,0,,,0,,,,,
322,V330647_L301_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,11,4,116,0,,,0,164,651.2265,,196.8146,683.5671
323,V330648_L302_1_P.jpg,,331.4875,0,,0,0,,0,1,69.0652,0,0,0,0,0,4,99.4082,0,,,0,,335.4773,384.0469,112.45,666.277
324,V330649_L303_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,251.0527,,,,699.6829
325,V330649_L303_1_P.jpg,,557.897,0,,0,0,,0,1,147.5127,0,9,7,17,8,6,147.5669,0,,,0,,,,,691.2019
326,V330650_L304_1_P.jpg,4344.4711,494.349,0,,0,1,328,0,1,164.1463,0,0,0,0,0,4,138.1593,0,,,0,235.491,451.0078,516.9913,141.8732,704.284
327,V330651_L305_1_C.jpg,,309.6793,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,669.0269
328,V330651_L305_1_P.jpg,2632.7508,287.3686,0,,0,0,,0,1,87.4757,0,0,0,17,11,3,87.3613,0,,,0,120.0666,295.9189,310.4835,,666.1922
329,V330654_L308_1_P.jpg,,477.6182,0,,0,0,,0,1,130.7823,0,0,0,0,0,4,125.2198,0,,,0,393.304,437.9589,500.3839,172.6963,662.0816
330,V330655_L309_1_P.jpg,4289.0536,453.9842,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
331,V330655_L309_1_P.jpg,,,0,,0,1,248.0323,0,1,142.0422,1,9,6,16,8,5,136,0,,,0,154.5574,499.4717,388.3298,116.8247,665.2037
332,V330656_L310_1_P.jpg,3916.2451,467.9892,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
333,V330656_L310_1_P.jpg,,,0,,0,0,,0,1,129.5531,0,8,6,18,10,3,221.8468,0,,,0,180.7097,476.0672,517.8726,104.69,669.0531
334,V330657_L311_1_P.jpg,4117.4168,486.8988,0,,0,1,352.5677,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
335,V330657_L311_1_P.jpg,,,0,,0,0,,0,1,152.2104,0,9,7,17,9,4,140.9113,0,,,0,149.9333,460.5388,,,
336,V330657_L311_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,624.2564,131.9394,
337,V330658_L312_1_C.jpg,,374.6619,0,,0,0,,0,1,101.9117,0,8,7,16,14,5,91.4385,0,,,0,140.0714,,,,681.1057
338,V330659_L313_1_C.jpg,2537.1736,342.7971,0,,0,0,,0,1,128.1601,0,9,8,17,13,4,129.0349,0,,,0,113.842,288.9516,277.4311,102,681.0066
339,V330660_L314_2_P.jpg,2974.3854,379.6502,0,,0,0,,0,1,133.2066,0,10,8,15,12,5,109.252,0,,,0,134.4619,,306.6203,95.4149,684.0468
340,V330661_L315_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,409.3324,340.8005,89.1964,683.0849
341,V330661_L315_1_P.jpg,2976.8523,415.9945,0,,0,1,207.6945,0,1,84.8528,0,6,6,19,11,4,133.154,0,,,0,67.4166,287.1237,358.5596,84.534,673.6319
342,V330662_L316_1_P.jpg,,543.7114,0,,0,0,,0,1,72,0,0,0,0,0,5,142.7725,0,,,0,,,,,685.1686
343,V330663_L317_1_P.jpg,3281.3604,402.4917,0,,0,0,,0,1,81.8841,0,0,0,17,12,3,240.1874,0,,,0,,442.5076,334.5101,88.2326,713.6974
344,V330664_L318_1_P.jpg,2884.9286,346.9247,0,,0,0,,0,1,68.4105,0,9,8,0,0,2,234.3075,0,,,0,,,300.8538,109.2016,680.3124
345,V330665_L320_1_P.jpg,,326.9908,0,,0,0,,0,0,,1,0,0,0,0,4,138.1304,0,,,0,,393.6407,365.2739,73.2393,662.3753
346,V330666_L321_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,462.9644,419.6475,109.3435,678.1445
347,V330666_L321_1_P.jpg,3459.2045,381.525,0,,0,0,,0,1,116.619,0,0,0,17,11,4,194.6484,0,,,0,,,,136.0588,675.5265
348,V330667_L322_1_P.jpg,,426.2542,0,,0,0,,0,0,,0,0,0,0,9,4,106.3015,0,,,0,104.4031,410.7018,372.1505,96.6644,695.0396
349,V330668_L323_1_P.jpg,2882.8814,361.5396,0,,0,0,,0,1,129.3136,0,9,9,18,13,4,117.3456,0,,,0,150.03,342.0526,310.8006,68.4105,687.3209
350,V330669_L324_1_P.jpg,2156.5343,276.9243,0,,0,0,,0,1,99.6393,0,8,7,0,0,5,71.8053,0,,,0,,310.4835,280.1285,79.6994,680.5762
351,V330670_L325_1_P.jpg,4223.911,487.516,0,,0,1,272.1176,0,1,121.062,0,9,8,16,12,5,181.1077,0,,,0,224.1428,490.8442,455.807,138.8524,766.5507
352,V330671_L326_1_C.jpg,3095.5654,402.8548,0,,0,0,,0,1,158.4045,0,0,0,18,0,4,166.3851,0,,,0,,450.6495,,86.3771,684.6576
353,V330671_L326_1_P.jpg,,431.5119,0,,0,0,,0,1,151.7893,0,6,6,17,0,0,92.7793,0,,,0,,,,109.8362,753.1587
354,V330672_L327_1_P.jpg,3666.1347,475.88,0,,0,1,325.601,1,1,,0,6,6,17,13,6,126.3012,0,,,0,449.8,470.4721,431.203,,
355,V330672_L327_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,754.0504
356,V330673_L328_1_P.jpg,,340.8778,0,,0,0,,0,1,120.6151,0,0,0,0,0,4,111.8034,0,,,0,,421.3739,283.2102,114.0175,749.4238
357,V330674_L329_1_C.jpg,,381.2364,0,,0,0,,0,1,115.9181,0,0,0,0,0,4,85.3815,0,,,0,134.4656,262.6671,,93.1933,678.2389
358,V330674_L329_1_P.jpg,,347.0176,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,167.0449,324.0309,,,
359,V330674_L329_1_P.jpg,,,0,,0,0,,0,0,118.1524,0,0,0,0,0,4,108.9036,0,,,0,,,,,671.7738
360,V330675_L330_1_P.jpg,,504.3174,1,272.7343,0,0,,1,0,,1,0,0,0,7,0,,0,,,0,153.1013,510.3097,506.3596,,668.012
361,V330676_L331_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,1,359.5998,416.9412,0,437.6665,400.8391,436.1651,,754.4004
362,V330676_L331_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,1,,,0,,,,,
363,V330676_L331_2_P.jpg,3714.5207,430.4381,0,,0,1,204.1568,0,1,134.4024,0,7,8,17,15,4,128.0625,0,,,0,,,437.7762,129.5531,748.2673
364,V330677_L332_1_C.jpg,3170.1655,439.8412,0,,0,0,,0,1,102.528,0,9,8,15,11,5,87.0517,0,,,0,207.1956,386.9884,282,139.9428,677.4024
365,V330677_L332_1_P.jpg,,485.5141,0,,0,0,,0,1,109.4166,0,10,8,0,0,0,,0,,,0,,,,,
366,V330677_L332_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,12,4,78.2304,0,,,0,164.1585,482.5971,367.2274,160.9969,746.4047
367,V330678_L333_1_P.jpg,2986.4107,371.0807,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,104.69,394.0355,324.6167,,666.033
368,V330678_L333_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,,,
369,V330680_L336_1_C.jpg,4955.64,615.4187,0,,0,0,,0,1,149.4523,0,7,5,17,11,4,165.9397,0,,,0,236.8122,420.4759,,277.0415,771.0875
370,V330682_L339_1_P.jpg,,,0,,0,1,226.9097,0,1,153.3101,0,0,0,0,0,0,,0,,,0,,,,,777.7815
371,V330683_L340_1_C.jpg,,424.5379,0,,0,0,,0,1,130.9733,0,8,0,0,0,4,111.6468,0,,,0,,505.5067,415.8004,,762.9974
372,V330683_L340_1_P.jpg,,403.9453,0,,0,0,,0,0,,0,0,0,0,0,4,75.2396,0,,,0,,331.3608,399.2819,137.6735,661.1513
373,V330684_L341_1_P.jpg,,588.9928,0,,0,0,,1,1,150.4792,0,9,8,0,0,0,,0,,,0,,,,,
374,V330684_L341_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,750.216
375,V330685_L342_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,,499.5518,,,765
376,V330687_L344_1_C.jpg,4321.446,520.6988,0,,0,1,303.8157,0,1,155.3319,0,9,10,16,10,5,272.9982,0,,,0,288.7213,725.3358,583.0952,251.0777,720.1
377,V330688_L345_1_P.jpg,2614.3068,316.6641,0,,0,0,,0,1,118.6802,0,6,7,17,11,4,94.7259,0,,,0,,336.6556,291.0618,69.9714,653.4493
378,V330689_L346_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,335.3163,,0,643.0435,533.0638,492.0457,,
379,V330689_L346_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,749.4598
380,V330690_L347_1_P.jpg,3936.8289,526.5121,0,,0,0,,0,1,128.5613,0,0,0,17,11,3,220.1454,0,,,0,175.4537,666.8853,512.8899,168.1904,745.5575
381,V330691_L348_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,184.6943,,,,618.5014
382,V330692_L349_1_P.jpg,2638.0002,367.2735,0,,0,0,,0,1,114.9826,0,0,0,0,0,5,119.4362,0,,,0,,375.851,339.8353,101.8676,717.1004
383,V330693_L350_1_C.jpg,1823.1282,241.5473,0,,0,1,137.4627,0,1,86.3481,0,0,0,18,13,4,42.0476,0,,,0,122.262,,,72.6911,747.6818
384,V330693_L350_1_P.jpg,1819.5745,219.173,0,,0,1,162.6038,0,1,80.2247,0,0,0,17,13,4,58.3095,0,,,0,,244.8265,165.469,44.0454,749.1782
385,V330694_L351_1_P.jpg,3395.173,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,764.0942
