"","LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"1689","L1813",480.1,307.15,10087.887,10250
"1690","L1814",502.9,284.35,9349.556,9500
"1691","L1815",503.3,283.95,9336.603,9500
"1692","L1817",471.7,315.55,10359.903,10500
"1693","L1818",601.65,185.6,6151.745,6250
"1694","L1819",601.15,186.1,6167.936,6250
"1695","L1820",601.75,185.5,6148.507,6250
"1696","L1821",601.45,185.8,6158.221,6250
"1697","L1822",601.45,185.8,6158.221,6250
"1698","L1823",435.2,352.05,11541.879,11750
"1699","L1824",435.2,352.05,11541.879,11750
"1700","L1825",434.7,352.55,11558.07,11750
"1701","L1826",434.7,352.55,11558.07,11750
"1702","L1827",439.5,347.75,11402.632,11500
"1703","L1828",440.2,347.05,11379.964,11500
"1704","L1829",471.2,316.05,10376.094,10500
"1705","L1830",434.7,352.55,11558.07,11750
"1706","L1831",435.1,352.15,11545.117,11750
"1707","L1832",435,352.25,11548.355,11750
"1708","L1833",470.9,316.35,10385.809,10500
"1709","L1834",469.95,317.3,10416.573,10500
"1710","L1835",601.45,185.8,6158.221,6250
"1711","L1836",601.15,186.1,6167.936,6250
"1712","L1837",601.55,185.7,6154.983,6250
"1713","L1838",503,284.25,9346.318,9500
"1714","L1839",504.8,282.45,9288.029,9500
"1715","L1840",434.9,352.35,11551.594,11750
"1716","L1841",435.5,351.75,11532.164,11750
"1717","L1842",435,352.25,11548.355,11750
"1718","L1843",435.5,351.75,11532.164,11750
"1719","L1844",470.3,316.95,10405.239,10500
"1720","L1845",470.6,316.65,10395.524,10500
"1721","L1846",470.8,316.45,10389.048,10500
"1722","L1847",504.7,282.55,9291.267,9500
"1723","L1848",504.7,282.55,9291.267,9500
"1724","L1849",470.6,316.65,10395.524,10500
"1725","L1850",470.8,316.45,10389.048,10500
"1726","L1851",434.8,352.45,11554.832,11750
"1727","L1852",434.8,352.45,11554.832,11750
"1728","L1853",434.6,352.65,11561.309,11750
"1729","L1854",504.4,282.85,9300.982,9500
"1730","L1855",504.4,282.85,9300.982,9500
"1731","L1856",438,349.25,11451.207,11500
"1732","L1857",504.3,282.95,9304.22,9500
"1733","L1858",470,317.25,10414.954,10500
"1734","L1859",604.05,183.2,6074.026,6250
"1735","L1860",602.45,184.8,6125.839,6250
"1736","L1861",604.15,183.1,6070.788,6250
"1737","L1862",603.75,183.5,6083.741,6250
"1738","L1863",604.95,182.3,6044.881,6250
"1739","L1864",504.4,282.85,9300.982,9500
"1740","L1865",504.4,282.85,9300.982,9500
"1741","L1866",435,352.25,11548.355,11750
"1742","L1867",434.8,352.45,11554.832,11750
"1743","L1869",437.9,349.35,11454.445,11500
"1744","L1870",437.7,349.55,11460.922,11500
"1745","L1871",470.6,316.65,10395.524,10500
"1746","L1872",504.4,282.85,9300.982,9500
"1747","L1873",504.4,282.85,9300.982,9500
"1748","L1874",470.2,317.05,10408.477,10500
"1749","L1875",504.4,282.85,9300.982,9500
"1750","L1876",504.7,282.55,9291.267,9500
"1751","L1877",470.7,316.55,10392.286,10500
"1752","L1878",440.2,347.05,11379.964,11500
"1753","L1879",440.2,347.05,11379.964,11500
"1754","L1880",505.6,281.65,9262.123,9500
"1755","L1881",504.7,282.55,9291.267,9500
"1756","L1882",438.5,348.75,11435.015,11500
"1757","L1883",436.2,351.05,11509.496,11750
"1758","L1884",440.2,347.05,11379.964,11500
"1759","L1885",605.05,182.2,6041.643,6250
"1760","L1886",603.65,183.6,6086.979,6250
"1761","L1887",602.65,184.6,6119.362,6250
"1762","L1888",604.25,183,6067.549,6250
"1763","L1889",605.15,182.1,6038.405,6250
"1764","L1890",605.05,182.2,6041.643,6250
"1765","L1891",605.65,181.6,6022.213,6250
"1766","L1892",605.75,181.5,6018.975,6250
"1767","L1893",505.6,281.65,9262.123,9500
"1768","L1894",506.6,280.65,9229.74,9250
"1769","L1895",603.75,183.5,6083.741,6250
"1770","L1896",603.55,183.7,6090.217,6250
"1771","L1897",604.45,182.8,6061.073,6250
"1772","L1898",604.95,182.3,6044.881,6250
"1773","L1899",510,277.25,9119.638,9250
"1774","L1900",435,352.25,11548.355,11750
"1775","L1901",435,352.25,11548.355,11750
"1776","L1902",434.7,352.55,11558.07,11750
"1777","L1903",440.2,347.05,11379.964,11500
"1778","L1904",471.2,316.05,10376.094,10500
"1779","L1905",471.1,316.15,10379.333,10500
"1780","L1906",508.6,278.65,9164.974,9250
"1781","L1907",440.2,347.05,11379.964,11500
"1782","L1908",435.8,351.45,11522.449,11750
"1783","L1909",438.4,348.85,11438.254,11500
"1784","L1910",439,348.25,11418.824,11500
"1785","L1911",605.55,181.7,6025.452,6250
"1786","L1912",605.55,181.7,6025.452,6250
"1787","L1913",605.55,181.7,6025.452,6250
"1788","L1914",605.35,181.9,6031.928,6250
"1789","L1915",605.45,181.8,6028.69,6250
"1790","L1916",440.2,347.05,11379.964,11500
"1791","L1917",508.2,279.05,9177.927,9250
"1792","L1918",504.6,282.65,9294.506,9500
"1793","L1919",440.2,347.05,11379.964,11500
"1794","L1920",605.35,181.9,6031.928,6250
"1795","L1922",605.55,181.7,6025.452,6250
"1796","L1923",605.05,182.2,6041.643,6250
"1797","L1924",605.65,181.6,6022.213,6250
"1798","L1925",511.2,276.05,9080.778,9250
"1799","L1926",511.9,275.35,9058.11,9250
"1800","L1927",440.2,347.05,11379.964,11500
"1801","L1928",435.9,351.35,11519.211,11750
"1802","L1929",437.9,349.35,11454.445,11500
"1803","L1930",473.6,313.65,10298.375,10500
"1804","L1931",471.3,315.95,10372.856,10500
"1805","L1932",473.7,313.55,10295.137,10500
"1806","L1933",471.3,315.95,10372.856,10500
"1807","L1934",440.2,347.05,11379.964,11500
"1808","L1935",512.6,274.65,9035.442,9250
"1809","L1936",512.3,274.95,9045.157,9250
"1810","L1937",512.2,275.05,9048.395,9250
"1811","L1938",471.8,315.45,10356.665,10500
"1812","L1939",606.95,180.3,5980.116,6000
"1813","L1940",605.85,181.4,6015.737,6250
"1814","L1941",606.75,180.5,5986.592,6000
"1815","L1942",606.55,180.7,5993.069,6000
"1816","L1943",505.7,281.55,9258.884,9500
"1817","L1944",441.5,345.75,11337.867,11500
"1818","L1945",440.3,346.95,11376.726,11500
"1819","L1946",472.5,314.75,10333.997,10500
"1820","L1947",606.95,180.3,5980.116,6000
"1821","L1948",607.55,179.7,5960.686,6000
"1822","L1949",607.45,179.8,5963.924,6000
"1823","L1950",507,280.25,9216.787,9250
"1824","L1951",505.2,282.05,9275.076,9500
"1825","L1952",506.5,280.75,9232.978,9250
"1826","L1953",508.1,279.15,9181.165,9250
"1827","L1954",473.6,313.65,10298.375,10500
"1828","L1955",473.7,313.55,10295.137,10500
"1829","L1956",442.4,344.85,11308.722,11500
"1830","L1957",440.2,347.05,11379.964,11500
"1831","L1958",445.8,341.45,11198.62,11250
"1832","L1959",506.5,280.75,9232.978,9250
"1833","L1960",473.8,313.45,10291.899,10500
"1834","L1961",471.3,315.95,10372.856,10500
"1835","L1962",474.2,313.05,10278.946,10500
"1836","L1963",508,279.25,9184.404,9250
"1837","L1964",607.95,179.3,5947.733,6000
"1838","L1965",608.05,179.2,5944.494,6000
"1839","L1966",605.85,181.4,6015.737,6250
"1840","L1967",605.85,181.4,6015.737,6250
"1841","L1968",508.2,279.05,9177.927,9250
"1842","L1969",606.75,180.5,5986.592,6000
"1843","L1970",606.35,180.9,5999.545,6000
"1844","L1971",606.05,181.2,6009.26,6250
"1845","L1972",607.95,179.3,5947.733,6000
"1846","L1973",606.45,180.8,5996.307,6000
"1847","L1974",606.15,181.1,6006.022,6250
"1848","L1975",508.4,278.85,9171.45,9250
"1849","L1977",445.8,341.45,11198.62,11250
"1850","L1978",445.8,341.45,11198.62,11250
"1851","L1979",510.3,276.95,9109.923,9250
"1852","L1980",510.5,276.75,9103.446,9250
"1853","L1981",510.3,276.95,9109.923,9250
"1854","L1982",444.7,342.55,11234.241,11250
"1855","L1983",445.8,341.45,11198.62,11250
"1856","L1984",441.2,346.05,11347.581,11500
"1857","L1985",441.2,346.05,11347.581,11500
"1858","L1986",606.35,180.9,5999.545,6000
"1859","L1987",606.75,180.5,5986.592,6000
"1860","L1988",441.2,346.05,11347.581,11500
"1861","L1989",441.2,346.05,11347.581,11500
"1862","L1990",441.6,345.65,11334.628,11500
"1863","L1991",440.8,346.45,11360.535,11500
"1864","L1992",441.8,345.45,11328.152,11500
"1865","L1993",441.6,345.65,11334.628,11500
"1866","L1994",441.3,345.95,11344.343,11500
"1867","L1995",441.8,345.45,11328.152,11500
"1868","L1996",486.8,300.45,9870.921,10000
"1869","L1997",487,300.25,9864.445,10000
"1870","L1998",487,300.25,9864.445,10000
"1871","L1999",442.3,344.95,11311.96,11500
"1872","L2000",606.05,181.2,6009.26,6250
"1873","L2001",608.7,178.55,5923.445,6000
"1874","L2002",608.7,178.55,5923.445,6000
"1875","L2003",608.25,179,5938.018,6000
"1876","L2004",608.8,178.45,5920.207,6000
"1877","L2005",609.2,178.05,5907.254,6000
"1878","L2006",471.6,315.65,10363.141,10500
"1879","L2007",475.1,312.15,10249.801,10250
"1880","L2008",444.3,342.95,11247.194,11250
"1881","L2009",442.4,344.85,11308.722,11500
"1882","L2010",476.2,311.05,10214.18,10250
"1883","L2011",445.9,341.35,11195.382,11250
"1884","L2012",445.8,341.45,11198.62,11250
"1885","L2013",445.8,341.45,11198.62,11250
"1886","L2014",445.8,341.45,11198.62,11250
"1887","L2015",445.8,341.45,11198.62,11250
"1888","L2016",445.8,341.45,11198.62,11250
"1889","L2017",445.8,341.45,11198.62,11250
"1890","L2018",445.8,341.45,11198.62,11250
"1891","L2019",445.8,341.45,11198.62,11250
"1892","L2020",483.4,303.85,9981.023,10000
"1893","L2021",483.9,303.35,9964.832,10000
"1894","L2022",486.2,301.05,9890.351,10000
"1895","L2023",608.05,179.2,5944.494,6000
"1896","L2024",608.15,179.1,5941.256,6000
"1897","L2025",608.9,178.35,5916.969,6000
"1898","L2026",607.75,179.5,5954.209,6000
"1899","L2027",607.95,179.3,5947.733,6000
"1900","L2028",478,309.25,10155.891,10250
"1901","L2029",476.8,310.45,10194.75,10250
"1902","L2030",533.9,253.35,8345.686,8500
"1903","L2031",482.6,304.65,10006.929,10250
"1904","L2032",445.8,341.45,11198.62,11250
"1905","L2033",477.5,309.75,10172.082,10250
"1906","L2034",483.5,303.75,9977.785,10000
"1907","L2035",486.4,300.85,9883.874,10000
"1908","L2036",477.5,309.75,10172.082,10250
"1909","L2037",477.5,309.75,10172.082,10250
"1910","L2038",608.05,179.2,5944.494,6000
"1911","L2039",608.05,179.2,5944.494,6000
"1912","L2040",608.6,178.65,5926.684,6000
"1913","L2041",609,178.25,5913.731,6000
"1914","L2042",607.75,179.5,5954.209,6000
"1915","L2043",609.1,178.15,5910.492,6000
"1916","L2044",608.05,179.2,5944.494,6000
"1917","L2045",608.05,179.2,5944.494,6000
"1918","L2046",441.5,345.75,11337.867,11500
"1919","L2047",441.3,345.95,11344.343,11500
"1920","L2048",441.1,346.15,11350.82,11500
"1921","L2049",441.1,346.15,11350.82,11500
"1922","L2050",441.8,345.45,11328.152,11500
"1923","L2051",441.8,345.45,11328.152,11500
"1924","L2052",475.5,311.75,10236.848,10250
"1925","L2053",488.7,298.55,9809.394,10000
"1926","L2054",477.1,310.15,10185.035,10250
"1927","L2056",441.8,345.45,11328.152,11500
"1928","L2057",441.5,345.75,11337.867,11500
"1929","L2058",441.9,345.35,11324.913,11500
"1930","L2059",608.3,178.95,5936.399,6000
"1931","L2060",608.7,178.55,5923.445,6000
"1932","L2061",609.4,177.85,5900.777,6000
"1933","L2062",610.7,176.55,5858.68,6000
"1934","L2063",610.6,176.65,5861.918,6000
"1935","L2064",610.7,176.55,5858.68,6000
"1936","L2065",441.8,345.45,11328.152,11500
"1937","L2066",441.8,345.45,11328.152,11500
"1938","L2067",474.5,312.75,10269.231,10500
"1939","L2068",441.3,345.95,11344.343,11500
"1940","L2069",441.1,346.15,11350.82,11500
"1941","L2070",441.5,345.75,11337.867,11500
"1942","L2071",610.1,177.15,5878.109,6000
"1943","L2072",611.7,175.55,5826.297,6000
"1944","L2073",610.3,176.95,5871.633,6000
"1945","L2074",612.7,174.55,5793.914,6000
"1946","L2075",446.7,340.55,11169.476,11250
"1947","L2076",446.7,340.55,11169.476,11250
"1948","L2077",446.7,340.55,11169.476,11250
"1949","L2078",446.7,340.55,11169.476,11250
"1950","L2079",443.1,344.15,11286.054,11500
"1951","L2080",442,345.25,11321.675,11500
"1952","L2081",446.2,341.05,11185.667,11250
"1953","L2082",446.7,340.55,11169.476,11250
"1954","L2083",479.1,308.15,10120.27,10250
"1955","L2084",479.5,307.75,10107.316,10250
"1956","L2085",480,307.25,10091.125,10250
"1957","L2086",479.5,307.75,10107.316,10250
"1958","L2087",479.8,307.45,10097.601,10250
"1959","L2088",478.5,308.75,10139.699,10250
"1960","L2089",479.5,307.75,10107.316,10250
"1961","L2090",614.2,173.05,5745.339,5750
"1962","L2091",613.9,173.35,5755.054,6000
"1963","L2092",610.5,176.75,5865.156,6000
"1964","L2093",613.9,173.35,5755.054,6000
"1965","L2094",542,245.25,8083.385,8250
"1966","L2095",542,245.25,8083.385,8250
"1967","L2096",541.9,245.35,8086.623,8250
"1968","L2097",614.5,172.75,5735.625,5750
"1969","L2098",612.7,174.55,5793.914,6000
"1970","L2099",480.1,307.15,10087.887,10250
"1971","L2100",479.9,307.35,10094.363,10250
"1972","L2101",542.1,245.15,8080.147,8250
"1973","L2102",611.5,175.75,5832.773,6000
"1974","L2103",609,178.25,5913.731,6000
"1975","L2104",439.8,347.45,11392.918,11500
"1976","L2105",611.3,175.95,5839.25,6000
"1977","L2106",443.6,343.65,11269.863,11500
"1978","L2107",445.8,341.45,11198.62,11250
"1979","L2108",446.1,341.15,11188.905,11250
"1980","L2109",445.8,341.45,11198.62,11250
"1981","L2111",446,341.25,11192.144,11250
"1982","L2112",442,345.25,11321.675,11500
"1983","L2113",445.5,341.75,11208.335,11250
"1984","L2114",442,345.25,11321.675,11500
"1985","L2115",447.6,339.65,11140.331,11250
"1986","L2116",446.7,340.55,11169.476,11250
"1987","L2117",446.7,340.55,11169.476,11250
"1988","L2118",446.7,340.55,11169.476,11250
"1989","L2119",446.7,340.55,11169.476,11250
"1990","L2120",446.7,340.55,11169.476,11250
"1991","L2121",446.7,340.55,11169.476,11250
"1992","L2122",484.2,303.05,9955.117,10000
"1993","L2123",483.3,303.95,9984.261,10000
"1994","L2124",484.2,303.05,9955.117,10000
"1995","L2125",480.4,306.85,10078.172,10250
"1996","L2126",482.8,304.45,10000.453,10250
"1997","L2127",485.5,301.75,9913.019,10000
"1998","L2128",542,245.25,8083.385,8250
"1999","L2129",541.8,245.45,8089.862,8250
"2000","L2130",541.7,245.55,8093.1,8250
"2001","L2131",610.8,176.45,5855.441,6000
"2002","L2132",612.8,174.45,5790.676,6000
"2003","L2133",610.7,176.55,5858.68,6000
"2004","L2134",612.7,174.55,5793.914,6000
"2005","L2135",611,176.25,5848.965,6000
"2006","L2136",486.1,301.15,9893.589,10000
"2007","L2137",485.3,301.95,9919.496,10000
"2008","L2138",486.2,301.05,9890.351,10000
"2009","L2139",486.2,301.05,9890.351,10000
"2010","L2140",486.2,301.05,9890.351,10000
"2011","L2141",486.2,301.05,9890.351,10000
"2012","L2142",486.2,301.05,9890.351,10000
"2013","L2143",486.2,301.05,9890.351,10000
"2014","L2144",486.2,301.05,9890.351,10000
"2015","L2145",446.1,341.15,11188.905,11250
"2016","L2146",446.3,340.95,11182.429,11250
"2017","L2147",445.9,341.35,11195.382,11250
"2018","L2148",446.1,341.15,11188.905,11250
"2019","L2149",446.2,341.05,11185.667,11250
"2020","L2150",447.2,340.05,11153.284,11250
"2021","L2151",447.6,339.65,11140.331,11250
"2022","L2152",447.6,339.65,11140.331,11250
"2023","L2153",446.7,340.55,11169.476,11250
"2024","L2154",615.5,171.75,5703.242,5750
"2025","L2155",614.5,172.75,5735.625,5750
"2026","L2156",614.7,172.55,5729.148,5750
"2027","L2157",614.6,172.65,5732.386,5750
"2028","L2158",615.1,172.15,5716.195,5750
"2029","L2159",447.9,339.35,11130.616,11250
"2030","L2160",448.1,339.15,11124.139,11250
"2031","L2161",448,339.25,11127.378,11250
"2032","L2162",486.7,300.55,9874.159,10000
"2033","L2163",629.9,157.35,5236.928,5250
"2034","L2165",541.7,245.55,8093.1,8250
"2035","L2166",541.1,246.15,8112.53,8250
"2036","L2167",617.1,170.15,5651.429,5750
"2037","L2168",616.3,170.95,5677.335,5750
"2038","L2169",617.9,169.35,5625.523,5750
"2039","L2170",616.4,170.85,5674.097,5750
"2040","L2171",483.2,304.05,9987.5,10000
"2041","L2172",484.2,303.05,9955.117,10000
"2042","L2173",483.7,303.55,9971.308,10000
"2043","L2174",483.9,303.35,9964.832,10000
"2044","L2175",622.7,164.55,5470.085,5500
"2045","L2176",620.5,166.75,5541.327,5750
"2046","L2177",624.5,162.75,5411.796,5500
"2047","L2178",622.9,164.35,5463.608,5500
"2048","L2179",626.5,160.75,5347.03,5500
"2049","L2180",628.9,158.35,5269.311,5500
"2050","L2181",625.1,162.15,5392.366,5500
"2051","L2182",620.8,166.45,5531.612,5750
"2052","L2183",624.3,162.95,5418.272,5500
"2053","L2184",620.8,166.45,5531.612,5750
"2054","L2185",626.5,160.75,5347.03,5500
"2055","L2186",621.1,166.15,5521.897,5750
"2056","L2187",616,171.25,5687.05,5750
"2057","L2188",619.6,167.65,5570.472,5750
"2058","L2189",620.3,166.95,5547.804,5750
"2059","L2190",620.2,167.05,5551.042,5750
"2060","L2191",620.7,166.55,5534.851,5750
"2061","L2192",616.8,170.45,5661.144,5750
"2062","L2193",621.6,165.65,5505.706,5750
"2063","L2194",619.9,167.35,5560.757,5750
"2064","L2195",621.8,165.45,5499.229,5500
"2065","L2196",621.9,165.35,5495.991,5500
"2066","L2197",624.3,162.95,5418.272,5500
"2067","L2198",623.8,163.45,5434.464,5500
"2068","L2199",623.9,163.35,5431.225,5500
"2069","L2200",630.5,156.75,5217.498,5250
"2070","L2201",631.3,155.95,5191.592,5250
"2071","L2202",625.5,161.75,5379.413,5500
"2072","L2203",624.1,163.15,5424.749,5500
"2073","L2204",625.9,161.35,5366.46,5500
"2074","L2205",623.9,163.35,5431.225,5500
"2075","L2206",623.9,163.35,5431.225,5500
"2076","L2207",626.2,161.05,5356.745,5500
"2077","L2208",482.5,304.75,10010.168,10250
"2078","L2209",482.5,304.75,10010.168,10250
"2079","L2210",486.5,300.75,9880.636,10000
"2080","L2211",486.5,300.75,9880.636,10000
"2081","L2212",486.5,300.75,9880.636,10000
"2082","L2213",482.5,304.75,10010.168,10250
"2083","L2214",486.1,301.15,9893.589,10000
"2084","L2215",484.8,302.45,9935.687,10000
"2085","L2216",540.1,247.15,8144.912,8250
"2086","L2217",543.2,244.05,8044.525,8250
"2087","L2218",543.6,243.65,8031.572,8250
"2088","L2220",540.9,246.35,8119.006,8250
"2089","L2221",636.7,150.55,5016.724,5250
"2090","L2222",628.7,158.55,5275.787,5500
"2091","L2223",635.5,151.75,5055.584,5250
"2092","L2224",638.2,149.05,4968.15,5000
"2093","L2225",624.3,162.95,5418.272,5500
"2094","L2226",628.2,159.05,5291.979,5500
"2095","L2227",629.3,157.95,5256.358,5500
"2096","L2228",629.7,157.55,5243.404,5250
"2097","L2229",626.6,160.65,5343.791,5500
"2098","L2230",628.5,158.75,5282.264,5500
"2099","L2231",629.1,158.15,5262.834,5500
"2100","L2232",624.7,162.55,5405.319,5500
"2101","L2233",624.7,162.55,5405.319,5500
"2102","L2234",625.9,161.35,5366.46,5500
"2103","L2235",625.8,161.45,5369.698,5500
"2104","L2236",624.8,162.45,5402.081,5500
"2105","L2237",624.3,162.95,5418.272,5500
"2106","L2238",624.5,162.75,5411.796,5500
"2107","L2239",623.5,163.75,5444.178,5500
"2108","L2240",624.1,163.15,5424.749,5500
"2109","L2241",626.3,160.95,5353.506,5500
"2110","L2242",482.9,304.35,9997.214,10000
"2111","L2243",487.5,299.75,9848.253,10000
"2112","L2244",486.1,301.15,9893.589,10000
"2113","L2245",488.1,299.15,9828.823,10000
"2114","L2246",486.5,300.75,9880.636,10000
"2115","L2247",487,300.25,9864.445,10000
"2116","L2248",482.7,304.55,10003.691,10250
"2117","L2249",485.6,301.65,9909.781,10000
"2118","L2250",483.3,303.95,9984.261,10000
"2119","L2251",616.6,170.65,5667.62,5750
"2120","L2252",616.2,171.05,5680.574,5750
"2121","L2253",621.4,165.85,5512.183,5750
"2122","L2254",619.9,167.35,5560.757,5750
"2123","L2255",619.9,167.35,5560.757,5750
"2124","L2256",619.8,167.45,5563.995,5750
"2125","L2257",625,162.25,5395.604,5500
"2126","L2258",621.3,165.95,5515.421,5750
"2127","L2259",623,164.25,5460.37,5500
"2128","L2260",621.6,165.65,5505.706,5750
"2129","L2261",622.1,165.15,5489.515,5500
"2130","L2262",616.3,170.95,5677.335,5750
"2131","L2263",642.65,144.6,4824.046,5000
"2132","L2264",641.95,145.3,4846.714,5000
"2133","L2265",637,150.25,5007.009,5250
"2134","L2266",490.1,297.15,9764.058,10000
"2135","L2267",489.1,298.15,9796.44,10000
"2136","L2268",489.8,297.45,9773.772,10000
"2137","L2269",488.1,299.15,9828.823,10000
"2138","L2270",637.6,149.65,4987.58,5000
"2139","L2271",637.2,150.05,5000.533,5250
"2140","L2272",638,149.25,4974.626,5000
"2141","L2273",635.9,151.35,5042.63,5250
"2142","L2275",637.4,149.85,4994.056,5000
"2143","L2276",637.4,149.85,4994.056,5000
"2144","L2277",621.8,165.45,5499.229,5500
"2145","L2278",620.4,166.85,5544.565,5750
"2146","L2279",621.7,165.55,5502.468,5750
"2147","L2280",621.4,165.85,5512.183,5750
"2148","L2281",621.4,165.85,5512.183,5750
"2149","L2282",620.3,166.95,5547.804,5750
"2150","L2283",622.7,164.55,5470.085,5500
"2151","L2284",623.1,164.15,5457.132,5500
"2152","L2285",492.6,294.65,9683.1,9750
"2153","L2286",492,295.25,9702.53,9750
